task_idx,task_id,recipient_condition,recipient_wording,recipient_label,donor_condition,donor_label,relation,source_h,consumer_decoder_block,config,component,effect_type,value,residual_reference
0,task_000,canonical_impl,canonical,1,canonical_test,0,opposite_same_wording,20,20,H20_QKV_necessity_loss,QKV,necessity_loss,0.0765453577041626,0.07899457216262817
0,task_000,canonical_impl,canonical,1,canonical_test,0,opposite_same_wording,-1,-1,chain_KV_sufficiency,KV,chain_sufficiency,0.13179856538772583,
0,task_000,canonical_impl,canonical,1,canonical_test,0,opposite_same_wording,-1,-1,chain_QKV_sufficiency,QKV,chain_sufficiency,0.13313978910446167,
0,task_000,paraphrase_test,paraphrase,0,paraphrase_impl,1,opposite_same_wording,18,18,H18_residual,RESIDUAL,residual_reference,0.07089579105377197,
0,task_000,paraphrase_test,paraphrase,0,paraphrase_impl,1,opposite_same_wording,18,18,H18_Q_sufficiency,Q,sufficiency,-0.008956551551818848,0.07089579105377197
0,task_000,paraphrase_test,paraphrase,0,paraphrase_impl,1,opposite_same_wording,18,18,H18_Q_necessity_loss,Q,necessity_loss,0.006502270698547363,0.07089579105377197
0,task_000,paraphrase_test,paraphrase,0,paraphrase_impl,1,opposite_same_wording,18,18,H18_K_sufficiency,K,sufficiency,-0.009007453918457031,0.07089579105377197
0,task_000,paraphrase_test,paraphrase,0,paraphrase_impl,1,opposite_same_wording,18,18,H18_K_necessity_loss,K,necessity_loss,0.00019407272338867188,0.07089579105377197
0,task_000,paraphrase_test,paraphrase,0,paraphrase_impl,1,opposite_same_wording,18,18,H18_V_sufficiency,V,sufficiency,-0.0013256072998046875,0.07089579105377197
0,task_000,paraphrase_test,paraphrase,0,paraphrase_impl,1,opposite_same_wording,18,18,H18_V_necessity_loss,V,necessity_loss,0.007386565208435059,0.07089579105377197
0,task_000,paraphrase_test,paraphrase,0,paraphrase_impl,1,opposite_same_wording,18,18,H18_KV_sufficiency,KV,sufficiency,-0.004682183265686035,0.07089579105377197
0,task_000,paraphrase_test,paraphrase,0,paraphrase_impl,1,opposite_same_wording,18,18,H18_KV_necessity_loss,KV,necessity_loss,-0.0019167661666870117,0.07089579105377197
0,task_000,paraphrase_test,paraphrase,0,paraphrase_impl,1,opposite_same_wording,18,18,H18_QKV_sufficiency,QKV,sufficiency,-0.0016973018646240234,0.07089579105377197
0,task_000,paraphrase_test,paraphrase,0,paraphrase_impl,1,opposite_same_wording,18,18,H18_QKV_necessity_loss,QKV,necessity_loss,0.007809996604919434,0.07089579105377197
0,task_000,paraphrase_test,paraphrase,0,paraphrase_impl,1,opposite_same_wording,19,19,H19_residual,RESIDUAL,residual_reference,0.06811726093292236,
0,task_000,paraphrase_test,paraphrase,0,paraphrase_impl,1,opposite_same_wording,19,19,H19_Q_sufficiency,Q,sufficiency,0.02622520923614502,0.06811726093292236
0,task_000,paraphrase_test,paraphrase,0,paraphrase_impl,1,opposite_same_wording,19,19,H19_Q_necessity_loss,Q,necessity_loss,0.007490396499633789,0.06811726093292236
0,task_000,paraphrase_test,paraphrase,0,paraphrase_impl,1,opposite_same_wording,19,19,H19_K_sufficiency,K,sufficiency,0.010961771011352539,0.06811726093292236
0,task_000,paraphrase_test,paraphrase,0,paraphrase_impl,1,opposite_same_wording,19,19,H19_K_necessity_loss,K,necessity_loss,-0.006947159767150879,0.06811726093292236
0,task_000,paraphrase_test,paraphrase,0,paraphrase_impl,1,opposite_same_wording,19,19,H19_V_sufficiency,V,sufficiency,0.03698313236236572,0.06811726093292236
0,task_000,paraphrase_test,paraphrase,0,paraphrase_impl,1,opposite_same_wording,19,19,H19_V_necessity_loss,V,necessity_loss,0.020850777626037598,0.06811726093292236
0,task_000,paraphrase_test,paraphrase,0,paraphrase_impl,1,opposite_same_wording,19,19,H19_KV_sufficiency,KV,sufficiency,0.03624880313873291,0.06811726093292236
0,task_000,paraphrase_test,paraphrase,0,paraphrase_impl,1,opposite_same_wording,19,19,H19_KV_necessity_loss,KV,necessity_loss,0.009453892707824707,0.06811726093292236
0,task_000,paraphrase_test,paraphrase,0,paraphrase_impl,1,opposite_same_wording,19,19,H19_QKV_sufficiency,QKV,sufficiency,0.04785513877868652,0.06811726093292236
0,task_000,paraphrase_test,paraphrase,0,paraphrase_impl,1,opposite_same_wording,19,19,H19_QKV_necessity_loss,QKV,necessity_loss,0.03395438194274902,0.06811726093292236
0,task_000,paraphrase_test,paraphrase,0,paraphrase_impl,1,opposite_same_wording,20,20,H20_residual,RESIDUAL,residual_reference,0.10739898681640625,
0,task_000,paraphrase_test,paraphrase,0,paraphrase_impl,1,opposite_same_wording,20,20,H20_Q_sufficiency,Q,sufficiency,-0.021293163299560547,0.10739898681640625
0,task_000,paraphrase_test,paraphrase,0,paraphrase_impl,1,opposite_same_wording,20,20,H20_Q_necessity_loss,Q,necessity_loss,-0.008651375770568848,0.10739898681640625
0,task_000,paraphrase_test,paraphrase,0,paraphrase_impl,1,opposite_same_wording,20,20,H20_K_sufficiency,K,sufficiency,0.0063980817794799805,0.10739898681640625
0,task_000,paraphrase_test,paraphrase,0,paraphrase_impl,1,opposite_same_wording,20,20,H20_K_necessity_loss,K,necessity_loss,0.010759949684143066,0.10739898681640625
0,task_000,paraphrase_test,paraphrase,0,paraphrase_impl,1,opposite_same_wording,20,20,H20_V_sufficiency,V,sufficiency,0.08507823944091797,0.10739898681640625
0,task_000,paraphrase_test,paraphrase,0,paraphrase_impl,1,opposite_same_wording,20,20,H20_V_necessity_loss,V,necessity_loss,0.08268499374389648,0.10739898681640625
0,task_000,paraphrase_test,paraphrase,0,paraphrase_impl,1,opposite_same_wording,20,20,H20_KV_sufficiency,KV,sufficiency,0.0904550552368164,0.10739898681640625
0,task_000,paraphrase_test,paraphrase,0,paraphrase_impl,1,opposite_same_wording,20,20,H20_KV_necessity_loss,KV,necessity_loss,0.0837479829788208,0.10739898681640625
0,task_000,paraphrase_test,paraphrase,0,paraphrase_impl,1,opposite_same_wording,20,20,H20_QKV_sufficiency,QKV,sufficiency,0.06571221351623535,0.10739898681640625
0,task_000,paraphrase_test,paraphrase,0,paraphrase_impl,1,opposite_same_wording,20,20,H20_QKV_necessity_loss,QKV,necessity_loss,0.0888437032699585,0.10739898681640625
0,task_000,paraphrase_test,paraphrase,0,paraphrase_impl,1,opposite_same_wording,-1,-1,chain_KV_sufficiency,KV,chain_sufficiency,0.10299575328826904,
0,task_000,paraphrase_test,paraphrase,0,paraphrase_impl,1,opposite_same_wording,-1,-1,chain_QKV_sufficiency,QKV,chain_sufficiency,0.10113036632537842,
0,task_000,paraphrase_impl,paraphrase,1,paraphrase_test,0,opposite_same_wording,18,18,H18_residual,RESIDUAL,residual_reference,0.07429450750350952,
0,task_000,paraphrase_impl,paraphrase,1,paraphrase_test,0,opposite_same_wording,18,18,H18_Q_sufficiency,Q,sufficiency,0.018116474151611328,0.07429450750350952
0,task_000,paraphrase_impl,paraphrase,1,paraphrase_test,0,opposite_same_wording,18,18,H18_Q_necessity_loss,Q,necessity_loss,-0.00292050838470459,0.07429450750350952
0,task_000,paraphrase_impl,paraphrase,1,paraphrase_test,0,opposite_same_wording,18,18,H18_K_sufficiency,K,sufficiency,0.00532454252243042,0.07429450750350952
0,task_000,paraphrase_impl,paraphrase,1,paraphrase_test,0,opposite_same_wording,18,18,H18_K_necessity_loss,K,necessity_loss,-0.024945378303527832,0.07429450750350952
0,task_000,paraphrase_impl,paraphrase,1,paraphrase_test,0,opposite_same_wording,18,18,H18_V_sufficiency,V,sufficiency,0.03438061475753784,0.07429450750350952
0,task_000,paraphrase_impl,paraphrase,1,paraphrase_test,0,opposite_same_wording,18,18,H18_V_necessity_loss,V,necessity_loss,-0.004340410232543945,0.07429450750350952
0,task_000,paraphrase_impl,paraphrase,1,paraphrase_test,0,opposite_same_wording,18,18,H18_KV_sufficiency,KV,sufficiency,0.012083828449249268,0.07429450750350952
0,task_000,paraphrase_impl,paraphrase,1,paraphrase_test,0,opposite_same_wording,18,18,H18_KV_necessity_loss,KV,necessity_loss,0.0038123130798339844,0.07429450750350952
0,task_000,paraphrase_impl,paraphrase,1,paraphrase_test,0,opposite_same_wording,18,18,H18_QKV_sufficiency,QKV,sufficiency,0.027589857578277588,0.07429450750350952
0,task_000,paraphrase_impl,paraphrase,1,paraphrase_test,0,opposite_same_wording,18,18,H18_QKV_necessity_loss,QKV,necessity_loss,0.01672828197479248,0.07429450750350952
0,task_000,paraphrase_impl,paraphrase,1,paraphrase_test,0,opposite_same_wording,19,19,H19_residual,RESIDUAL,residual_reference,0.07763451337814331,
0,task_000,paraphrase_impl,paraphrase,1,paraphrase_test,0,opposite_same_wording,19,19,H19_Q_sufficiency,Q,sufficiency,0.038759589195251465,0.07763451337814331
0,task_000,paraphrase_impl,paraphrase,1,paraphrase_test,0,opposite_same_wording,19,19,H19_Q_necessity_loss,Q,necessity_loss,0.029860258102416992,0.07763451337814331
0,task_000,paraphrase_impl,paraphrase,1,paraphrase_test,0,opposite_same_wording,19,19,H19_K_sufficiency,K,sufficiency,0.004062235355377197,0.07763451337814331
0,task_000,paraphrase_impl,paraphrase,1,paraphrase_test,0,opposite_same_wording,19,19,H19_K_necessity_loss,K,necessity_loss,0.009713888168334961,0.07763451337814331
0,task_000,paraphrase_impl,paraphrase,1,paraphrase_test,0,opposite_same_wording,19,19,H19_V_sufficiency,V,sufficiency,0.030691206455230713,0.07763451337814331
0,task_000,paraphrase_impl,paraphrase,1,paraphrase_test,0,opposite_same_wording,19,19,H19_V_necessity_loss,V,necessity_loss,0.02272641658782959,0.07763451337814331
0,task_000,paraphrase_impl,paraphrase,1,paraphrase_test,0,opposite_same_wording,19,19,H19_KV_sufficiency,KV,sufficiency,0.020898282527923584,0.07763451337814331
0,task_000,paraphrase_impl,paraphrase,1,paraphrase_test,0,opposite_same_wording,19,19,H19_KV_necessity_loss,KV,necessity_loss,0.02468132972717285,0.07763451337814331
0,task_000,paraphrase_impl,paraphrase,1,paraphrase_test,0,opposite_same_wording,19,19,H19_QKV_sufficiency,QKV,sufficiency,0.054812490940093994,0.07763451337814331
0,task_000,paraphrase_impl,paraphrase,1,paraphrase_test,0,opposite_same_wording,19,19,H19_QKV_necessity_loss,QKV,necessity_loss,0.05808055400848389,0.07763451337814331
0,task_000,paraphrase_impl,paraphrase,1,paraphrase_test,0,opposite_same_wording,20,20,H20_residual,RESIDUAL,residual_reference,0.10952776670455933,
0,task_000,paraphrase_impl,paraphrase,1,paraphrase_test,0,opposite_same_wording,20,20,H20_Q_sufficiency,Q,sufficiency,-0.007867097854614258,0.10952776670455933
0,task_000,paraphrase_impl,paraphrase,1,paraphrase_test,0,opposite_same_wording,20,20,H20_Q_necessity_loss,Q,necessity_loss,-0.009432077407836914,0.10952776670455933
0,task_000,paraphrase_impl,paraphrase,1,paraphrase_test,0,opposite_same_wording,20,20,H20_K_sufficiency,K,sufficiency,0.011178851127624512,0.10952776670455933
0,task_000,paraphrase_impl,paraphrase,1,paraphrase_test,0,opposite_same_wording,20,20,H20_K_necessity_loss,K,necessity_loss,0.005552411079406738,0.10952776670455933
0,task_000,paraphrase_impl,paraphrase,1,paraphrase_test,0,opposite_same_wording,20,20,H20_V_sufficiency,V,sufficiency,0.08983880281448364,0.10952776670455933
0,task_000,paraphrase_impl,paraphrase,1,paraphrase_test,0,opposite_same_wording,20,20,H20_V_necessity_loss,V,necessity_loss,0.07748788595199585,0.10952776670455933
0,task_000,paraphrase_impl,paraphrase,1,paraphrase_test,0,opposite_same_wording,20,20,H20_KV_sufficiency,KV,sufficiency,0.09614294767379761,0.10952776670455933
0,task_000,paraphrase_impl,paraphrase,1,paraphrase_test,0,opposite_same_wording,20,20,H20_KV_necessity_loss,KV,necessity_loss,0.07798933982849121,0.10952776670455933
0,task_000,paraphrase_impl,paraphrase,1,paraphrase_test,0,opposite_same_wording,20,20,H20_QKV_sufficiency,QKV,sufficiency,0.08973997831344604,0.10952776670455933
0,task_000,paraphrase_impl,paraphrase,1,paraphrase_test,0,opposite_same_wording,20,20,H20_QKV_necessity_loss,QKV,necessity_loss,0.06376791000366211,0.10952776670455933
0,task_000,paraphrase_impl,paraphrase,1,paraphrase_test,0,opposite_same_wording,-1,-1,chain_KV_sufficiency,KV,chain_sufficiency,0.1260184645652771,
0,task_000,paraphrase_impl,paraphrase,1,paraphrase_test,0,opposite_same_wording,-1,-1,chain_QKV_sufficiency,QKV,chain_sufficiency,0.12504559755325317,
0,task_000,canonical_test,canonical,0,canonical_test,0,self,18,18,H18_QKV_control_sufficiency,QKV,control_sufficiency,0.0,
0,task_000,canonical_test,canonical,0,canonical_test,0,self,19,19,H19_QKV_control_sufficiency,QKV,control_sufficiency,0.0,
0,task_000,canonical_test,canonical,0,canonical_test,0,self,20,20,H20_QKV_control_sufficiency,QKV,control_sufficiency,0.0,
0,task_000,canonical_impl,canonical,1,canonical_impl,1,self,18,18,H18_QKV_control_sufficiency,QKV,control_sufficiency,0.0,
0,task_000,canonical_impl,canonical,1,canonical_impl,1,self,19,19,H19_QKV_control_sufficiency,QKV,control_sufficiency,0.0,
0,task_000,canonical_impl,canonical,1,canonical_impl,1,self,20,20,H20_QKV_control_sufficiency,QKV,control_sufficiency,0.0,
0,task_000,paraphrase_test,paraphrase,0,paraphrase_test,0,self,18,18,H18_QKV_control_sufficiency,QKV,control_sufficiency,0.00343167781829834,
0,task_000,paraphrase_test,paraphrase,0,paraphrase_test,0,self,19,19,H19_QKV_control_sufficiency,QKV,control_sufficiency,-0.010171771049499512,
0,task_000,paraphrase_test,paraphrase,0,paraphrase_test,0,self,20,20,H20_QKV_control_sufficiency,QKV,control_sufficiency,-0.0012226104736328125,
0,task_000,paraphrase_impl,paraphrase,1,paraphrase_impl,1,self,18,18,H18_QKV_control_sufficiency,QKV,control_sufficiency,-0.0028520822525024414,
0,task_000,paraphrase_impl,paraphrase,1,paraphrase_impl,1,self,19,19,H19_QKV_control_sufficiency,QKV,control_sufficiency,-0.004368305206298828,
0,task_000,paraphrase_impl,paraphrase,1,paraphrase_impl,1,self,20,20,H20_QKV_control_sufficiency,QKV,control_sufficiency,-0.00837850570678711,
0,task_000,canonical_test,canonical,0,paraphrase_test,0,same_state_cross_wording,18,18,H18_QKV_control_sufficiency,QKV,control_sufficiency,0.005808234214782715,
0,task_000,canonical_test,canonical,0,paraphrase_test,0,same_state_cross_wording,19,19,H19_QKV_control_sufficiency,QKV,control_sufficiency,-0.03350841999053955,
0,task_000,canonical_test,canonical,0,paraphrase_test,0,same_state_cross_wording,20,20,H20_QKV_control_sufficiency,QKV,control_sufficiency,-0.024468302726745605,
0,task_000,canonical_impl,canonical,1,paraphrase_impl,1,same_state_cross_wording,18,18,H18_QKV_control_sufficiency,QKV,control_sufficiency,-0.061746835708618164,
0,task_000,canonical_impl,canonical,1,paraphrase_impl,1,same_state_cross_wording,19,19,H19_QKV_control_sufficiency,QKV,control_sufficiency,0.03471648693084717,
0,task_000,canonical_impl,canonical,1,paraphrase_impl,1,same_state_cross_wording,20,20,H20_QKV_control_sufficiency,QKV,control_sufficiency,0.03973871469497681,
0,task_000,paraphrase_test,paraphrase,0,canonical_test,0,same_state_cross_wording,18,18,H18_QKV_control_sufficiency,QKV,control_sufficiency,7.975101470947266e-05,
0,task_000,paraphrase_test,paraphrase,0,canonical_test,0,same_state_cross_wording,19,19,H19_QKV_control_sufficiency,QKV,control_sufficiency,0.019990921020507812,
0,task_000,paraphrase_test,paraphrase,0,canonical_test,0,same_state_cross_wording,20,20,H20_QKV_control_sufficiency,QKV,control_sufficiency,0.02499210834503174,
0,task_000,paraphrase_impl,paraphrase,1,canonical_impl,1,same_state_cross_wording,18,18,H18_QKV_control_sufficiency,QKV,control_sufficiency,-0.015351593494415283,
0,task_000,paraphrase_impl,paraphrase,1,canonical_impl,1,same_state_cross_wording,19,19,H19_QKV_control_sufficiency,QKV,control_sufficiency,-0.07868260145187378,
0,task_000,paraphrase_impl,paraphrase,1,canonical_impl,1,same_state_cross_wording,20,20,H20_QKV_control_sufficiency,QKV,control_sufficiency,-0.03960293531417847,
0,task_000,canonical_test,canonical,0,paraphrase_impl,1,opposite_cross_wording,18,18,H18_QKV_control_sufficiency,QKV,control_sufficiency,0.006782174110412598,
0,task_000,canonical_test,canonical,0,paraphrase_impl,1,opposite_cross_wording,18,18,H18_QKV_control_necessity_loss,QKV,control_necessity_loss,0.02063906192779541,0.05563092231750488
0,task_000,canonical_test,canonical,0,paraphrase_impl,1,opposite_cross_wording,19,19,H19_QKV_control_sufficiency,QKV,control_sufficiency,0.05199873447418213,
0,task_000,canonical_test,canonical,0,paraphrase_impl,1,opposite_cross_wording,19,19,H19_QKV_control_necessity_loss,QKV,control_necessity_loss,0.0709611177444458,0.033786773681640625
0,task_000,canonical_test,canonical,0,paraphrase_impl,1,opposite_cross_wording,20,20,H20_QKV_control_sufficiency,QKV,control_sufficiency,0.0663684606552124,
0,task_000,canonical_test,canonical,0,paraphrase_impl,1,opposite_cross_wording,20,20,H20_QKV_control_necessity_loss,QKV,control_necessity_loss,0.07704967260360718,0.02224057912826538
