phase,task_id,family,recipient_wording,recipient_label,donor_wording,donor_label,relation,anchor,metric,value,source_L,kv_head,readers
discovery,exp12_test_edit_01,test_edit,canonical,1,canonical,0,opposite_same_wording,SYSTEM_END,V_sufficiency,0.0005051344633102417,30,4,
discovery,exp12_test_edit_01,test_edit,canonical,1,canonical,0,opposite_same_wording,SYSTEM_END,V_necessity_loss,2.9519200325012207e-05,30,4,
discovery,exp12_test_edit_03,test_edit,canonical,0,canonical,1,opposite_same_wording,SYSTEM_END,V_sufficiency,-0.0007096603512763977,30,4,
discovery,exp12_test_edit_03,test_edit,canonical,0,canonical,1,opposite_same_wording,SYSTEM_END,V_necessity_loss,-1.043081283569336e-07,30,4,
discovery,exp12_test_edit_03,test_edit,canonical,1,canonical,0,opposite_same_wording,SYSTEM_END,V_sufficiency,0.0019371509552001953,30,4,
discovery,exp12_test_edit_03,test_edit,canonical,1,canonical,0,opposite_same_wording,SYSTEM_END,V_necessity_loss,0.0010764896869659424,30,4,
discovery,exp12_test_edit_05,test_edit,canonical,0,canonical,1,opposite_same_wording,SYSTEM_END,V_sufficiency,-0.0001483336091041565,30,4,
discovery,exp12_test_edit_05,test_edit,canonical,0,canonical,1,opposite_same_wording,SYSTEM_END,V_necessity_loss,0.0006948783993721008,30,4,
discovery,exp12_test_edit_05,test_edit,canonical,1,canonical,0,opposite_same_wording,SYSTEM_END,V_sufficiency,0.004144072532653809,30,4,
discovery,exp12_test_edit_05,test_edit,canonical,1,canonical,0,opposite_same_wording,SYSTEM_END,V_necessity_loss,-0.0007495135068893433,30,4,
discovery,exp12_test_edit_07,test_edit,canonical,0,canonical,1,opposite_same_wording,SYSTEM_END,V_sufficiency,0.001527830958366394,30,4,
discovery,exp12_test_edit_07,test_edit,canonical,0,canonical,1,opposite_same_wording,SYSTEM_END,V_necessity_loss,0.00029943883419036865,30,4,
discovery,exp12_test_edit_07,test_edit,canonical,1,canonical,0,opposite_same_wording,SYSTEM_END,V_sufficiency,0.012515366077423096,30,4,
discovery,exp12_test_edit_07,test_edit,canonical,1,canonical,0,opposite_same_wording,SYSTEM_END,V_necessity_loss,0.011771857738494873,30,4,
discovery,exp12_test_edit_08,test_edit,canonical,0,canonical,1,opposite_same_wording,SYSTEM_END,V_sufficiency,4.017353057861328e-05,30,4,
discovery,exp12_test_edit_08,test_edit,canonical,0,canonical,1,opposite_same_wording,SYSTEM_END,V_necessity_loss,0.0008092522621154785,30,4,
discovery,exp12_test_edit_08,test_edit,canonical,1,canonical,0,opposite_same_wording,SYSTEM_END,V_sufficiency,0.011532261967658997,30,4,
discovery,exp12_test_edit_08,test_edit,canonical,1,canonical,0,opposite_same_wording,SYSTEM_END,V_necessity_loss,0.01004984974861145,30,4,
discovery,exp12_test_edit_09,test_edit,canonical,0,canonical,1,opposite_same_wording,SYSTEM_END,V_sufficiency,-0.00014513731002807617,30,4,
discovery,exp12_test_edit_09,test_edit,canonical,0,canonical,1,opposite_same_wording,SYSTEM_END,V_necessity_loss,-1.8030405044555664e-06,30,4,
discovery,exp12_test_edit_09,test_edit,canonical,1,canonical,0,opposite_same_wording,SYSTEM_END,V_sufficiency,-5.887448787689209e-05,30,4,
discovery,exp12_test_edit_09,test_edit,canonical,1,canonical,0,opposite_same_wording,SYSTEM_END,V_necessity_loss,0.0005731731653213501,30,4,
discovery,exp12_test_edit_15,test_edit,canonical,0,canonical,1,opposite_same_wording,SYSTEM_END,V_sufficiency,-0.0012921541929244995,30,4,
discovery,exp12_test_edit_15,test_edit,canonical,0,canonical,1,opposite_same_wording,SYSTEM_END,V_necessity_loss,3.2782554626464844e-07,30,4,
discovery,exp12_test_edit_15,test_edit,canonical,1,canonical,0,opposite_same_wording,SYSTEM_END,V_sufficiency,-0.00018167495727539062,30,4,
discovery,exp12_test_edit_15,test_edit,canonical,1,canonical,0,opposite_same_wording,SYSTEM_END,V_necessity_loss,0.0013357549905776978,30,4,
discovery,exp12_test_edit_00,test_edit,canonical,0,canonical,1,opposite_same_wording,ISSUE_END,V_sufficiency,-0.004059627652168274,30,4,
discovery,exp12_test_edit_00,test_edit,canonical,0,canonical,1,opposite_same_wording,ISSUE_END,V_necessity_loss,0.0006231218576431274,30,4,
discovery,exp12_test_edit_00,test_edit,canonical,1,canonical,0,opposite_same_wording,ISSUE_END,V_sufficiency,-0.00019137561321258545,30,4,
discovery,exp12_test_edit_00,test_edit,canonical,1,canonical,0,opposite_same_wording,ISSUE_END,V_necessity_loss,3.9637088775634766e-06,30,4,
discovery,exp12_test_edit_01,test_edit,canonical,0,canonical,1,opposite_same_wording,ISSUE_END,V_sufficiency,0.001568526029586792,30,4,
discovery,exp12_test_edit_01,test_edit,canonical,0,canonical,1,opposite_same_wording,ISSUE_END,V_necessity_loss,-0.0014694184064865112,30,4,
discovery,exp12_test_edit_01,test_edit,canonical,1,canonical,0,opposite_same_wording,ISSUE_END,V_sufficiency,-4.877150058746338e-05,30,4,
discovery,exp12_test_edit_01,test_edit,canonical,1,canonical,0,opposite_same_wording,ISSUE_END,V_necessity_loss,0.0012799948453903198,30,4,
discovery,exp12_test_edit_03,test_edit,canonical,0,canonical,1,opposite_same_wording,ISSUE_END,V_sufficiency,0.001478545367717743,30,4,
discovery,exp12_test_edit_03,test_edit,canonical,0,canonical,1,opposite_same_wording,ISSUE_END,V_necessity_loss,0.0014211013913154602,30,4,
discovery,exp12_test_edit_03,test_edit,canonical,1,canonical,0,opposite_same_wording,ISSUE_END,V_sufficiency,0.00022554397583007812,30,4,
discovery,exp12_test_edit_03,test_edit,canonical,1,canonical,0,opposite_same_wording,ISSUE_END,V_necessity_loss,-0.0016945898532867432,30,4,
discovery,exp12_test_edit_05,test_edit,canonical,0,canonical,1,opposite_same_wording,ISSUE_END,V_sufficiency,0.0007843747735023499,30,4,
discovery,exp12_test_edit_05,test_edit,canonical,0,canonical,1,opposite_same_wording,ISSUE_END,V_necessity_loss,0.002346023917198181,30,4,
discovery,exp12_test_edit_05,test_edit,canonical,1,canonical,0,opposite_same_wording,ISSUE_END,V_sufficiency,0.0009753704071044922,30,4,
discovery,exp12_test_edit_05,test_edit,canonical,1,canonical,0,opposite_same_wording,ISSUE_END,V_necessity_loss,1.4573335647583008e-05,30,4,
discovery,exp12_test_edit_07,test_edit,canonical,0,canonical,1,opposite_same_wording,ISSUE_END,V_sufficiency,0.007703155279159546,30,4,
discovery,exp12_test_edit_07,test_edit,canonical,0,canonical,1,opposite_same_wording,ISSUE_END,V_necessity_loss,0.002234824001789093,30,4,
discovery,exp12_test_edit_07,test_edit,canonical,1,canonical,0,opposite_same_wording,ISSUE_END,V_sufficiency,0.010456234216690063,30,4,
discovery,exp12_test_edit_07,test_edit,canonical,1,canonical,0,opposite_same_wording,ISSUE_END,V_necessity_loss,-0.0009073019027709961,30,4,
discovery,exp12_test_edit_08,test_edit,canonical,0,canonical,1,opposite_same_wording,ISSUE_END,V_sufficiency,-0.0015658065676689148,30,4,
discovery,exp12_test_edit_08,test_edit,canonical,0,canonical,1,opposite_same_wording,ISSUE_END,V_necessity_loss,0.0007616952061653137,30,4,
discovery,exp12_test_edit_08,test_edit,canonical,1,canonical,0,opposite_same_wording,ISSUE_END,V_sufficiency,0.009260714054107666,30,4,
discovery,exp12_test_edit_08,test_edit,canonical,1,canonical,0,opposite_same_wording,ISSUE_END,V_necessity_loss,0.010628819465637207,30,4,
discovery,exp12_test_edit_09,test_edit,canonical,0,canonical,1,opposite_same_wording,ISSUE_END,V_sufficiency,-1.4901161193847656e-07,30,4,
discovery,exp12_test_edit_09,test_edit,canonical,0,canonical,1,opposite_same_wording,ISSUE_END,V_necessity_loss,0.001409880816936493,30,4,
discovery,exp12_test_edit_09,test_edit,canonical,1,canonical,0,opposite_same_wording,ISSUE_END,V_sufficiency,-2.6434659957885742e-05,30,4,
discovery,exp12_test_edit_09,test_edit,canonical,1,canonical,0,opposite_same_wording,ISSUE_END,V_necessity_loss,0.013994812965393066,30,4,
discovery,exp12_test_edit_15,test_edit,canonical,0,canonical,1,opposite_same_wording,ISSUE_END,V_sufficiency,-0.00046882033348083496,30,4,
discovery,exp12_test_edit_15,test_edit,canonical,0,canonical,1,opposite_same_wording,ISSUE_END,V_necessity_loss,0.0015962421894073486,30,4,
discovery,exp12_test_edit_15,test_edit,canonical,1,canonical,0,opposite_same_wording,ISSUE_END,V_sufficiency,-3.14563512802124e-05,30,4,
discovery,exp12_test_edit_15,test_edit,canonical,1,canonical,0,opposite_same_wording,ISSUE_END,V_necessity_loss,0.0007210671901702881,30,4,
discovery,exp12_test_edit_00,test_edit,canonical,0,canonical,1,opposite_same_wording,DETAIL_END,V_sufficiency,0.0008323937654495239,30,4,
discovery,exp12_test_edit_00,test_edit,canonical,0,canonical,1,opposite_same_wording,DETAIL_END,V_necessity_loss,0.0006380826234817505,30,4,
discovery,exp12_test_edit_00,test_edit,canonical,1,canonical,0,opposite_same_wording,DETAIL_END,V_sufficiency,-4.589557647705078e-06,30,4,
discovery,exp12_test_edit_00,test_edit,canonical,1,canonical,0,opposite_same_wording,DETAIL_END,V_necessity_loss,0.00148068368434906,30,4,
discovery,exp12_test_edit_01,test_edit,canonical,0,canonical,1,opposite_same_wording,DETAIL_END,V_sufficiency,-0.002405703067779541,30,4,
discovery,exp12_test_edit_01,test_edit,canonical,0,canonical,1,opposite_same_wording,DETAIL_END,V_necessity_loss,0.0007821246981620789,30,4,
discovery,exp12_test_edit_01,test_edit,canonical,1,canonical,0,opposite_same_wording,DETAIL_END,V_sufficiency,0.00022274255752563477,30,4,
discovery,exp12_test_edit_01,test_edit,canonical,1,canonical,0,opposite_same_wording,DETAIL_END,V_necessity_loss,-0.002420574426651001,30,4,
discovery,exp12_test_edit_03,test_edit,canonical,0,canonical,1,opposite_same_wording,DETAIL_END,V_sufficiency,0.000768519937992096,30,4,
discovery,exp12_test_edit_03,test_edit,canonical,0,canonical,1,opposite_same_wording,DETAIL_END,V_necessity_loss,-6.332993507385254e-07,30,4,
discovery,exp12_test_edit_03,test_edit,canonical,1,canonical,0,opposite_same_wording,DETAIL_END,V_sufficiency,5.3882598876953125e-05,30,4,
discovery,exp12_test_edit_03,test_edit,canonical,1,canonical,0,opposite_same_wording,DETAIL_END,V_necessity_loss,0.001230776309967041,30,4,
discovery,exp12_test_edit_05,test_edit,canonical,0,canonical,1,opposite_same_wording,DETAIL_END,V_sufficiency,-0.0001443326473236084,30,4,
discovery,exp12_test_edit_05,test_edit,canonical,0,canonical,1,opposite_same_wording,DETAIL_END,V_necessity_loss,0.0008171871304512024,30,4,
discovery,exp12_test_edit_05,test_edit,canonical,1,canonical,0,opposite_same_wording,DETAIL_END,V_sufficiency,0.001503586769104004,30,4,
discovery,exp12_test_edit_05,test_edit,canonical,1,canonical,0,opposite_same_wording,DETAIL_END,V_necessity_loss,0.0023434311151504517,30,4,
discovery,exp12_test_edit_07,test_edit,canonical,0,canonical,1,opposite_same_wording,DETAIL_END,V_sufficiency,0.006922990083694458,30,4,
discovery,exp12_test_edit_07,test_edit,canonical,0,canonical,1,opposite_same_wording,DETAIL_END,V_necessity_loss,-0.004635706543922424,30,4,
discovery,exp12_test_edit_07,test_edit,canonical,1,canonical,0,opposite_same_wording,DETAIL_END,V_sufficiency,1.2099742889404297e-05,30,4,
discovery,exp12_test_edit_07,test_edit,canonical,1,canonical,0,opposite_same_wording,DETAIL_END,V_necessity_loss,0.00012950599193572998,30,4,
discovery,exp12_test_edit_08,test_edit,canonical,0,canonical,1,opposite_same_wording,DETAIL_END,V_sufficiency,-0.0015653148293495178,30,4,
discovery,exp12_test_edit_08,test_edit,canonical,0,canonical,1,opposite_same_wording,DETAIL_END,V_necessity_loss,-0.0007768422365188599,30,4,
discovery,exp12_test_edit_08,test_edit,canonical,1,canonical,0,opposite_same_wording,DETAIL_END,V_sufficiency,0.009444713592529297,30,4,
discovery,exp12_test_edit_08,test_edit,canonical,1,canonical,0,opposite_same_wording,DETAIL_END,V_necessity_loss,-4.750490188598633e-05,30,4,
discovery,exp12_test_edit_09,test_edit,canonical,0,canonical,1,opposite_same_wording,DETAIL_END,V_sufficiency,-0.002131536602973938,30,4,
discovery,exp12_test_edit_09,test_edit,canonical,0,canonical,1,opposite_same_wording,DETAIL_END,V_necessity_loss,-0.0007103756070137024,30,4,
discovery,exp12_test_edit_09,test_edit,canonical,1,canonical,0,opposite_same_wording,DETAIL_END,V_sufficiency,-0.0005932450294494629,30,4,
discovery,exp12_test_edit_09,test_edit,canonical,1,canonical,0,opposite_same_wording,DETAIL_END,V_necessity_loss,-0.0038029104471206665,30,4,
discovery,exp12_test_edit_15,test_edit,canonical,0,canonical,1,opposite_same_wording,DETAIL_END,V_sufficiency,0.0001068115234375,30,4,
discovery,exp12_test_edit_15,test_edit,canonical,0,canonical,1,opposite_same_wording,DETAIL_END,V_necessity_loss,-0.00367698073387146,30,4,
discovery,exp12_test_edit_15,test_edit,canonical,1,canonical,0,opposite_same_wording,DETAIL_END,V_sufficiency,-8.307397365570068e-05,30,4,
discovery,exp12_test_edit_15,test_edit,canonical,1,canonical,0,opposite_same_wording,DETAIL_END,V_necessity_loss,-0.0006175786256790161,30,4,
discovery,exp12_test_edit_00,test_edit,canonical,0,canonical,1,opposite_same_wording,ACTION0_END,V_sufficiency,-3.451108932495117e-05,30,4,
discovery,exp12_test_edit_00,test_edit,canonical,0,canonical,1,opposite_same_wording,ACTION0_END,V_necessity_loss,-0.0007822811603546143,30,4,
discovery,exp12_test_edit_00,test_edit,canonical,1,canonical,0,opposite_same_wording,ACTION0_END,V_sufficiency,0.0011717230081558228,30,4,
discovery,exp12_test_edit_00,test_edit,canonical,1,canonical,0,opposite_same_wording,ACTION0_END,V_necessity_loss,0.000742793083190918,30,4,
discovery,exp12_test_edit_01,test_edit,canonical,0,canonical,1,opposite_same_wording,ACTION0_END,V_sufficiency,-0.00011660158634185791,30,4,
discovery,exp12_test_edit_01,test_edit,canonical,0,canonical,1,opposite_same_wording,ACTION0_END,V_necessity_loss,-0.0007850676774978638,30,4,
discovery,exp12_test_edit_01,test_edit,canonical,1,canonical,0,opposite_same_wording,ACTION0_END,V_sufficiency,-0.00023643672466278076,30,4,
discovery,exp12_test_edit_01,test_edit,canonical,1,canonical,0,opposite_same_wording,ACTION0_END,V_necessity_loss,-0.0033353418111801147,30,4,
discovery,exp12_test_edit_03,test_edit,canonical,0,canonical,1,opposite_same_wording,ACTION0_END,V_sufficiency,0.0007684677839279175,30,4,
discovery,exp12_test_edit_03,test_edit,canonical,0,canonical,1,opposite_same_wording,ACTION0_END,V_necessity_loss,-0.000592447817325592,30,4,
discovery,exp12_test_edit_03,test_edit,canonical,1,canonical,0,opposite_same_wording,ACTION0_END,V_sufficiency,-0.0004268735647201538,30,4,
discovery,exp12_test_edit_03,test_edit,canonical,1,canonical,0,opposite_same_wording,ACTION0_END,V_necessity_loss,0.0007990598678588867,30,4,
discovery,exp12_test_edit_05,test_edit,canonical,0,canonical,1,opposite_same_wording,ACTION0_END,V_sufficiency,4.03672456741333e-05,30,4,
discovery,exp12_test_edit_05,test_edit,canonical,0,canonical,1,opposite_same_wording,ACTION0_END,V_necessity_loss,-0.001559630036354065,30,4,
discovery,exp12_test_edit_05,test_edit,canonical,1,canonical,0,opposite_same_wording,ACTION0_END,V_sufficiency,0.0002279430627822876,30,4,
discovery,exp12_test_edit_05,test_edit,canonical,1,canonical,0,opposite_same_wording,ACTION0_END,V_necessity_loss,0.004818782210350037,30,4,
discovery,exp12_test_edit_07,test_edit,canonical,0,canonical,1,opposite_same_wording,ACTION0_END,V_sufficiency,-0.0007771477103233337,30,4,
discovery,exp12_test_edit_07,test_edit,canonical,0,canonical,1,opposite_same_wording,ACTION0_END,V_necessity_loss,0.001186966896057129,30,4,
discovery,exp12_test_edit_07,test_edit,canonical,1,canonical,0,opposite_same_wording,ACTION0_END,V_sufficiency,0.01051446795463562,30,4,
discovery,exp12_test_edit_07,test_edit,canonical,1,canonical,0,opposite_same_wording,ACTION0_END,V_necessity_loss,0.011048898100852966,30,4,
discovery,exp12_test_edit_08,test_edit,canonical,0,canonical,1,opposite_same_wording,ACTION0_END,V_sufficiency,2.473592758178711e-06,30,4,
discovery,exp12_test_edit_08,test_edit,canonical,0,canonical,1,opposite_same_wording,ACTION0_END,V_necessity_loss,-0.0016240328550338745,30,4,
discovery,exp12_test_edit_08,test_edit,canonical,1,canonical,0,opposite_same_wording,ACTION0_END,V_sufficiency,-5.984306335449219e-05,30,4,
discovery,exp12_test_edit_08,test_edit,canonical,1,canonical,0,opposite_same_wording,ACTION0_END,V_necessity_loss,0.011860206723213196,30,4,
discovery,exp12_test_edit_09,test_edit,canonical,0,canonical,1,opposite_same_wording,ACTION0_END,V_sufficiency,-0.005962483584880829,30,4,
discovery,exp12_test_edit_09,test_edit,canonical,0,canonical,1,opposite_same_wording,ACTION0_END,V_necessity_loss,0.0014221668243408203,30,4,
discovery,exp12_test_edit_09,test_edit,canonical,1,canonical,0,opposite_same_wording,ACTION0_END,V_sufficiency,0.0005080699920654297,30,4,
discovery,exp12_test_edit_09,test_edit,canonical,1,canonical,0,opposite_same_wording,ACTION0_END,V_necessity_loss,-0.004225730895996094,30,4,
discovery,exp12_test_edit_15,test_edit,canonical,0,canonical,1,opposite_same_wording,ACTION0_END,V_sufficiency,-0.0006706267595291138,30,4,
discovery,exp12_test_edit_15,test_edit,canonical,0,canonical,1,opposite_same_wording,ACTION0_END,V_necessity_loss,-9.5367431640625e-07,30,4,
discovery,exp12_test_edit_15,test_edit,canonical,1,canonical,0,opposite_same_wording,ACTION0_END,V_sufficiency,0.001452818512916565,30,4,
discovery,exp12_test_edit_15,test_edit,canonical,1,canonical,0,opposite_same_wording,ACTION0_END,V_necessity_loss,-0.0007572025060653687,30,4,
discovery,exp12_test_edit_00,test_edit,canonical,0,canonical,1,opposite_same_wording,ACTION1_END,V_sufficiency,-8.668005466461182e-05,30,4,
discovery,exp12_test_edit_00,test_edit,canonical,0,canonical,1,opposite_same_wording,ACTION1_END,V_necessity_loss,0.0008421242237091064,30,4,
discovery,exp12_test_edit_00,test_edit,canonical,1,canonical,0,opposite_same_wording,ACTION1_END,V_sufficiency,-0.0006874054670333862,30,4,
discovery,exp12_test_edit_00,test_edit,canonical,1,canonical,0,opposite_same_wording,ACTION1_END,V_necessity_loss,-6.0170888900756836e-05,30,4,
discovery,exp12_test_edit_01,test_edit,canonical,0,canonical,1,opposite_same_wording,ACTION1_END,V_sufficiency,-0.0015854313969612122,30,4,
discovery,exp12_test_edit_01,test_edit,canonical,0,canonical,1,opposite_same_wording,ACTION1_END,V_necessity_loss,0.00018522143363952637,30,4,
discovery,exp12_test_edit_01,test_edit,canonical,1,canonical,0,opposite_same_wording,ACTION1_END,V_sufficiency,0.00017523765563964844,30,4,
discovery,exp12_test_edit_01,test_edit,canonical,1,canonical,0,opposite_same_wording,ACTION1_END,V_necessity_loss,-0.00017799437046051025,30,4,
discovery,exp12_test_edit_03,test_edit,canonical,0,canonical,1,opposite_same_wording,ACTION1_END,V_sufficiency,0.0014215931296348572,30,4,
discovery,exp12_test_edit_03,test_edit,canonical,0,canonical,1,opposite_same_wording,ACTION1_END,V_necessity_loss,-0.0006538257002830505,30,4,
discovery,exp12_test_edit_03,test_edit,canonical,1,canonical,0,opposite_same_wording,ACTION1_END,V_sufficiency,-0.00042484700679779053,30,4,
discovery,exp12_test_edit_03,test_edit,canonical,1,canonical,0,opposite_same_wording,ACTION1_END,V_necessity_loss,-0.0007519274950027466,30,4,
discovery,exp12_test_edit_05,test_edit,canonical,0,canonical,1,opposite_same_wording,ACTION1_END,V_sufficiency,-0.000824950635433197,30,4,
discovery,exp12_test_edit_05,test_edit,canonical,0,canonical,1,opposite_same_wording,ACTION1_END,V_necessity_loss,0.0006446689367294312,30,4,
discovery,exp12_test_edit_05,test_edit,canonical,1,canonical,0,opposite_same_wording,ACTION1_END,V_sufficiency,-0.010268256068229675,30,4,
discovery,exp12_test_edit_05,test_edit,canonical,1,canonical,0,opposite_same_wording,ACTION1_END,V_necessity_loss,-0.00020767748355865479,30,4,
discovery,exp12_test_edit_07,test_edit,canonical,0,canonical,1,opposite_same_wording,ACTION1_END,V_sufficiency,0.007058762013912201,30,4,
discovery,exp12_test_edit_07,test_edit,canonical,0,canonical,1,opposite_same_wording,ACTION1_END,V_necessity_loss,0.0015611574053764343,30,4,
discovery,exp12_test_edit_07,test_edit,canonical,1,canonical,0,opposite_same_wording,ACTION1_END,V_sufficiency,1.5974044799804688e-05,30,4,
discovery,exp12_test_edit_07,test_edit,canonical,1,canonical,0,opposite_same_wording,ACTION1_END,V_necessity_loss,0.00017715990543365479,30,4,
discovery,exp12_test_edit_08,test_edit,canonical,0,canonical,1,opposite_same_wording,ACTION1_END,V_sufficiency,-7.425248622894287e-05,30,4,
discovery,exp12_test_edit_08,test_edit,canonical,0,canonical,1,opposite_same_wording,ACTION1_END,V_necessity_loss,-0.0007814988493919373,30,4,
discovery,exp12_test_edit_08,test_edit,canonical,1,canonical,0,opposite_same_wording,ACTION1_END,V_sufficiency,0.010660216212272644,30,4,
discovery,exp12_test_edit_08,test_edit,canonical,1,canonical,0,opposite_same_wording,ACTION1_END,V_necessity_loss,3.5434961318969727e-05,30,4,
discovery,exp12_test_edit_09,test_edit,canonical,0,canonical,1,opposite_same_wording,ACTION1_END,V_sufficiency,-0.006593011319637299,30,4,
discovery,exp12_test_edit_09,test_edit,canonical,0,canonical,1,opposite_same_wording,ACTION1_END,V_necessity_loss,-0.00014402717351913452,30,4,
discovery,exp12_test_edit_09,test_edit,canonical,1,canonical,0,opposite_same_wording,ACTION1_END,V_sufficiency,-8.940696716308594e-07,30,4,
discovery,exp12_test_edit_09,test_edit,canonical,1,canonical,0,opposite_same_wording,ACTION1_END,V_necessity_loss,0.009348124265670776,30,4,
discovery,exp12_test_edit_15,test_edit,canonical,0,canonical,1,opposite_same_wording,ACTION1_END,V_sufficiency,-0.0006661862134933472,30,4,
discovery,exp12_test_edit_15,test_edit,canonical,0,canonical,1,opposite_same_wording,ACTION1_END,V_necessity_loss,-0.0007562339305877686,30,4,
