task_idx,task_id,recipient_condition,recipient_wording,recipient_label,donor_condition,donor_label,relation,config,family,effect_type,heads,bin_index,value,full_reference
0,task_000,canonical_test,canonical,0,canonical_impl,1,opposite_same_wording,bin0_allheads_sufficiency,position,sufficiency,all,0,0.00019180774688720703,0.047919631004333496
0,task_000,canonical_test,canonical,0,canonical_impl,1,opposite_same_wording,bin0_allheads_necessity_loss,position,necessity_loss,all,0,0.007001757621765137,0.06331610679626465
0,task_000,canonical_test,canonical,0,canonical_impl,1,opposite_same_wording,head0_bin0_sufficiency,head_position,sufficiency,0,0,0.010304689407348633,0.047919631004333496
0,task_000,canonical_test,canonical,0,canonical_impl,1,opposite_same_wording,head0_bin0_necessity_loss,head_position,necessity_loss,0,0,0.006472587585449219,0.06331610679626465
0,task_000,canonical_test,canonical,0,canonical_impl,1,opposite_same_wording,head1_bin0_sufficiency,head_position,sufficiency,1,0,0.007654309272766113,0.047919631004333496
0,task_000,canonical_test,canonical,0,canonical_impl,1,opposite_same_wording,head1_bin0_necessity_loss,head_position,necessity_loss,1,0,0.003497004508972168,0.06331610679626465
0,task_000,canonical_test,canonical,0,canonical_impl,1,opposite_same_wording,head2_bin0_sufficiency,head_position,sufficiency,2,0,-2.3126602172851562e-05,0.047919631004333496
0,task_000,canonical_test,canonical,0,canonical_impl,1,opposite_same_wording,head2_bin0_necessity_loss,head_position,necessity_loss,2,0,0.002401590347290039,0.06331610679626465
0,task_000,canonical_test,canonical,0,canonical_impl,1,opposite_same_wording,head3_bin0_sufficiency,head_position,sufficiency,3,0,0.0031938552856445312,0.047919631004333496
0,task_000,canonical_test,canonical,0,canonical_impl,1,opposite_same_wording,head3_bin0_necessity_loss,head_position,necessity_loss,3,0,-0.00042068958282470703,0.06331610679626465
0,task_000,canonical_test,canonical,0,canonical_impl,1,opposite_same_wording,bin1_allheads_sufficiency,position,sufficiency,all,1,0.003001093864440918,0.047919631004333496
0,task_000,canonical_test,canonical,0,canonical_impl,1,opposite_same_wording,bin1_allheads_necessity_loss,position,necessity_loss,all,1,0.004980325698852539,0.06331610679626465
0,task_000,canonical_test,canonical,0,canonical_impl,1,opposite_same_wording,head0_bin1_sufficiency,head_position,sufficiency,0,1,0.0030286312103271484,0.047919631004333496
0,task_000,canonical_test,canonical,0,canonical_impl,1,opposite_same_wording,head0_bin1_necessity_loss,head_position,necessity_loss,0,1,0.004781961441040039,0.06331610679626465
0,task_000,canonical_test,canonical,0,canonical_impl,1,opposite_same_wording,head1_bin1_sufficiency,head_position,sufficiency,1,1,0.005749225616455078,0.047919631004333496
0,task_000,canonical_test,canonical,0,canonical_impl,1,opposite_same_wording,head1_bin1_necessity_loss,head_position,necessity_loss,1,1,0.0074329376220703125,0.06331610679626465
0,task_000,canonical_test,canonical,0,canonical_impl,1,opposite_same_wording,head2_bin1_sufficiency,head_position,sufficiency,2,1,0.006042957305908203,0.047919631004333496
0,task_000,canonical_test,canonical,0,canonical_impl,1,opposite_same_wording,head2_bin1_necessity_loss,head_position,necessity_loss,2,1,0.004622817039489746,0.06331610679626465
0,task_000,canonical_test,canonical,0,canonical_impl,1,opposite_same_wording,head3_bin1_sufficiency,head_position,sufficiency,3,1,0.0030508041381835938,0.047919631004333496
0,task_000,canonical_test,canonical,0,canonical_impl,1,opposite_same_wording,head3_bin1_necessity_loss,head_position,necessity_loss,3,1,0.005231142044067383,0.06331610679626465
0,task_000,canonical_test,canonical,0,canonical_impl,1,opposite_same_wording,bin2_allheads_sufficiency,position,sufficiency,all,2,0.0030554533004760742,0.047919631004333496
0,task_000,canonical_test,canonical,0,canonical_impl,1,opposite_same_wording,bin2_allheads_necessity_loss,position,necessity_loss,all,2,0.004575490951538086,0.06331610679626465
0,task_000,canonical_test,canonical,0,canonical_impl,1,opposite_same_wording,head0_bin2_sufficiency,head_position,sufficiency,0,2,0.0031050443649291992,0.047919631004333496
0,task_000,canonical_test,canonical,0,canonical_impl,1,opposite_same_wording,head0_bin2_necessity_loss,head_position,necessity_loss,0,2,0.0052890777587890625,0.06331610679626465
0,task_000,canonical_test,canonical,0,canonical_impl,1,opposite_same_wording,head1_bin2_sufficiency,head_position,sufficiency,1,2,0.0005071163177490234,0.047919631004333496
0,task_000,canonical_test,canonical,0,canonical_impl,1,opposite_same_wording,head1_bin2_necessity_loss,head_position,necessity_loss,1,2,-0.0021114349365234375,0.06331610679626465
0,task_000,canonical_test,canonical,0,canonical_impl,1,opposite_same_wording,head2_bin2_sufficiency,head_position,sufficiency,2,2,0.0006889104843139648,0.047919631004333496
0,task_000,canonical_test,canonical,0,canonical_impl,1,opposite_same_wording,head2_bin2_necessity_loss,head_position,necessity_loss,2,2,0.004573941230773926,0.06331610679626465
0,task_000,canonical_test,canonical,0,canonical_impl,1,opposite_same_wording,head3_bin2_sufficiency,head_position,sufficiency,3,2,0.0002586841583251953,0.047919631004333496
0,task_000,canonical_test,canonical,0,canonical_impl,1,opposite_same_wording,head3_bin2_necessity_loss,head_position,necessity_loss,3,2,0.0048520565032958984,0.06331610679626465
0,task_000,canonical_test,canonical,0,canonical_impl,1,opposite_same_wording,bin3_allheads_sufficiency,position,sufficiency,all,3,-0.001184701919555664,0.047919631004333496
0,task_000,canonical_test,canonical,0,canonical_impl,1,opposite_same_wording,bin3_allheads_necessity_loss,position,necessity_loss,all,3,0.0020842552185058594,0.06331610679626465
0,task_000,canonical_test,canonical,0,canonical_impl,1,opposite_same_wording,head0_bin3_sufficiency,head_position,sufficiency,0,3,0.0002608299255371094,0.047919631004333496
0,task_000,canonical_test,canonical,0,canonical_impl,1,opposite_same_wording,head0_bin3_necessity_loss,head_position,necessity_loss,0,3,0.0048906803131103516,0.06331610679626465
0,task_000,canonical_test,canonical,0,canonical_impl,1,opposite_same_wording,head1_bin3_sufficiency,head_position,sufficiency,1,3,0.009500980377197266,0.047919631004333496
0,task_000,canonical_test,canonical,0,canonical_impl,1,opposite_same_wording,head1_bin3_necessity_loss,head_position,necessity_loss,1,3,0.005123734474182129,0.06331610679626465
0,task_000,canonical_test,canonical,0,canonical_impl,1,opposite_same_wording,head2_bin3_sufficiency,head_position,sufficiency,2,3,-9.679794311523438e-05,0.047919631004333496
0,task_000,canonical_test,canonical,0,canonical_impl,1,opposite_same_wording,head2_bin3_necessity_loss,head_position,necessity_loss,2,3,0.005128622055053711,0.06331610679626465
0,task_000,canonical_test,canonical,0,canonical_impl,1,opposite_same_wording,head3_bin3_sufficiency,head_position,sufficiency,3,3,-0.0015535354614257812,0.047919631004333496
0,task_000,canonical_test,canonical,0,canonical_impl,1,opposite_same_wording,head3_bin3_necessity_loss,head_position,necessity_loss,3,3,0.004542827606201172,0.06331610679626465
0,task_000,canonical_test,canonical,0,canonical_impl,1,opposite_same_wording,bin4_allheads_sufficiency,position,sufficiency,all,4,0.0032061338424682617,0.047919631004333496
0,task_000,canonical_test,canonical,0,canonical_impl,1,opposite_same_wording,bin4_allheads_necessity_loss,position,necessity_loss,all,4,0.005158782005310059,0.06331610679626465
0,task_000,canonical_test,canonical,0,canonical_impl,1,opposite_same_wording,head0_bin4_sufficiency,head_position,sufficiency,0,4,0.0027267932891845703,0.047919631004333496
0,task_000,canonical_test,canonical,0,canonical_impl,1,opposite_same_wording,head0_bin4_necessity_loss,head_position,necessity_loss,0,4,0.005157828330993652,0.06331610679626465
0,task_000,canonical_test,canonical,0,canonical_impl,1,opposite_same_wording,head1_bin4_sufficiency,head_position,sufficiency,1,4,-0.000767827033996582,0.047919631004333496
0,task_000,canonical_test,canonical,0,canonical_impl,1,opposite_same_wording,head1_bin4_necessity_loss,head_position,necessity_loss,1,4,0.0034084320068359375,0.06331610679626465
0,task_000,canonical_test,canonical,0,canonical_impl,1,opposite_same_wording,head2_bin4_sufficiency,head_position,sufficiency,2,4,0.0030736923217773438,0.047919631004333496
0,task_000,canonical_test,canonical,0,canonical_impl,1,opposite_same_wording,head2_bin4_necessity_loss,head_position,necessity_loss,2,4,0.006288290023803711,0.06331610679626465
0,task_000,canonical_test,canonical,0,canonical_impl,1,opposite_same_wording,head3_bin4_sufficiency,head_position,sufficiency,3,4,0.0029619932174682617,0.047919631004333496
0,task_000,canonical_test,canonical,0,canonical_impl,1,opposite_same_wording,head3_bin4_necessity_loss,head_position,necessity_loss,3,4,0.004560589790344238,0.06331610679626465
0,task_000,canonical_test,canonical,0,canonical_impl,1,opposite_same_wording,bin5_allheads_sufficiency,position,sufficiency,all,5,0.04759824275970459,0.047919631004333496
0,task_000,canonical_test,canonical,0,canonical_impl,1,opposite_same_wording,bin5_allheads_necessity_loss,position,necessity_loss,all,5,0.06546163558959961,0.06331610679626465
0,task_000,canonical_test,canonical,0,canonical_impl,1,opposite_same_wording,head0_bin5_sufficiency,head_position,sufficiency,0,5,0.05578458309173584,0.047919631004333496
0,task_000,canonical_test,canonical,0,canonical_impl,1,opposite_same_wording,head0_bin5_necessity_loss,head_position,necessity_loss,0,5,0.06430065631866455,0.06331610679626465
0,task_000,canonical_test,canonical,0,canonical_impl,1,opposite_same_wording,head1_bin5_sufficiency,head_position,sufficiency,1,5,0.010152935981750488,0.047919631004333496
0,task_000,canonical_test,canonical,0,canonical_impl,1,opposite_same_wording,head1_bin5_necessity_loss,head_position,necessity_loss,1,5,0.004805326461791992,0.06331610679626465
0,task_000,canonical_test,canonical,0,canonical_impl,1,opposite_same_wording,head2_bin5_sufficiency,head_position,sufficiency,2,5,0.007702946662902832,0.047919631004333496
0,task_000,canonical_test,canonical,0,canonical_impl,1,opposite_same_wording,head2_bin5_necessity_loss,head_position,necessity_loss,2,5,0.0048334598541259766,0.06331610679626465
0,task_000,canonical_test,canonical,0,canonical_impl,1,opposite_same_wording,head3_bin5_sufficiency,head_position,sufficiency,3,5,-0.004347562789916992,0.047919631004333496
0,task_000,canonical_test,canonical,0,canonical_impl,1,opposite_same_wording,head3_bin5_necessity_loss,head_position,necessity_loss,3,5,0.004889369010925293,0.06331610679626465
0,task_000,canonical_impl,canonical,1,canonical_test,0,opposite_same_wording,H20_residual_reference,reference,residual_reference,all,-1,0.07899457216262817,
0,task_000,canonical_impl,canonical,1,canonical_test,0,opposite_same_wording,full_V_sufficiency,reference,sufficiency,all,-1,0.07476961612701416,0.07476961612701416
0,task_000,canonical_impl,canonical,1,canonical_test,0,opposite_same_wording,full_V_necessity_loss,reference,necessity_loss,all,-1,0.06744354963302612,0.06744354963302612
0,task_000,canonical_impl,canonical,1,canonical_test,0,opposite_same_wording,head0_sufficiency,head,sufficiency,0,-1,0.08033585548400879,0.07476961612701416
0,task_000,canonical_impl,canonical,1,canonical_test,0,opposite_same_wording,head0_necessity_loss,head,necessity_loss,0,-1,0.07333749532699585,0.06744354963302612
0,task_000,canonical_impl,canonical,1,canonical_test,0,opposite_same_wording,all_except_head0_sufficiency,head,sufficiency,"1,2,3",-1,-0.009861886501312256,0.07476961612701416
0,task_000,canonical_impl,canonical,1,canonical_test,0,opposite_same_wording,all_except_head0_necessity_loss,head,necessity_loss,"1,2,3",-1,-0.006972193717956543,0.06744354963302612
0,task_000,canonical_impl,canonical,1,canonical_test,0,opposite_same_wording,head1_sufficiency,head,sufficiency,1,-1,0.0038436055183410645,0.07476961612701416
0,task_000,canonical_impl,canonical,1,canonical_test,0,opposite_same_wording,head1_necessity_loss,head,necessity_loss,1,-1,0.0028579235076904297,0.06744354963302612
0,task_000,canonical_impl,canonical,1,canonical_test,0,opposite_same_wording,all_except_head1_sufficiency,head,sufficiency,"0,2,3",-1,0.07475447654724121,0.07476961612701416
0,task_000,canonical_impl,canonical,1,canonical_test,0,opposite_same_wording,all_except_head1_necessity_loss,head,necessity_loss,"0,2,3",-1,0.0732155442237854,0.06744354963302612
0,task_000,canonical_impl,canonical,1,canonical_test,0,opposite_same_wording,head2_sufficiency,head,sufficiency,2,-1,-0.00014984607696533203,0.07476961612701416
0,task_000,canonical_impl,canonical,1,canonical_test,0,opposite_same_wording,head2_necessity_loss,head,necessity_loss,2,-1,-0.013332724571228027,0.06744354963302612
0,task_000,canonical_impl,canonical,1,canonical_test,0,opposite_same_wording,all_except_head2_sufficiency,head,sufficiency,"0,1,3",-1,0.07050961256027222,0.07476961612701416
0,task_000,canonical_impl,canonical,1,canonical_test,0,opposite_same_wording,all_except_head2_necessity_loss,head,necessity_loss,"0,1,3",-1,0.07590997219085693,0.06744354963302612
0,task_000,canonical_impl,canonical,1,canonical_test,0,opposite_same_wording,head3_sufficiency,head,sufficiency,3,-1,-0.009408354759216309,0.07476961612701416
0,task_000,canonical_impl,canonical,1,canonical_test,0,opposite_same_wording,head3_necessity_loss,head,necessity_loss,3,-1,-0.0044699907302856445,0.06744354963302612
0,task_000,canonical_impl,canonical,1,canonical_test,0,opposite_same_wording,all_except_head3_sufficiency,head,sufficiency,"0,1,2",-1,0.08189535140991211,0.07476961612701416
0,task_000,canonical_impl,canonical,1,canonical_test,0,opposite_same_wording,all_except_head3_necessity_loss,head,necessity_loss,"0,1,2",-1,0.07481646537780762,0.06744354963302612
0,task_000,canonical_impl,canonical,1,canonical_test,0,opposite_same_wording,bin0_allheads_sufficiency,position,sufficiency,all,0,-0.010448634624481201,0.07476961612701416
0,task_000,canonical_impl,canonical,1,canonical_test,0,opposite_same_wording,bin0_allheads_necessity_loss,position,necessity_loss,all,0,-0.007094025611877441,0.06744354963302612
0,task_000,canonical_impl,canonical,1,canonical_test,0,opposite_same_wording,head0_bin0_sufficiency,head_position,sufficiency,0,0,0.000689387321472168,0.07476961612701416
0,task_000,canonical_impl,canonical,1,canonical_test,0,opposite_same_wording,head0_bin0_necessity_loss,head_position,necessity_loss,0,0,-0.0074765682220458984,0.06744354963302612
0,task_000,canonical_impl,canonical,1,canonical_test,0,opposite_same_wording,head1_bin0_sufficiency,head_position,sufficiency,1,0,0.0011544227600097656,0.07476961612701416
0,task_000,canonical_impl,canonical,1,canonical_test,0,opposite_same_wording,head1_bin0_necessity_loss,head_position,necessity_loss,1,0,-0.006777167320251465,0.06744354963302612
0,task_000,canonical_impl,canonical,1,canonical_test,0,opposite_same_wording,head2_bin0_sufficiency,head_position,sufficiency,2,0,-0.0003517270088195801,0.07476961612701416
0,task_000,canonical_impl,canonical,1,canonical_test,0,opposite_same_wording,head2_bin0_necessity_loss,head_position,necessity_loss,2,0,-0.005038261413574219,0.06744354963302612
0,task_000,canonical_impl,canonical,1,canonical_test,0,opposite_same_wording,head3_bin0_sufficiency,head_position,sufficiency,3,0,-0.009093940258026123,0.07476961612701416
0,task_000,canonical_impl,canonical,1,canonical_test,0,opposite_same_wording,head3_bin0_necessity_loss,head_position,necessity_loss,3,0,0.0018798112869262695,0.06744354963302612
0,task_000,canonical_impl,canonical,1,canonical_test,0,opposite_same_wording,bin1_allheads_sufficiency,position,sufficiency,all,1,-0.0031275153160095215,0.07476961612701416
0,task_000,canonical_impl,canonical,1,canonical_test,0,opposite_same_wording,bin1_allheads_necessity_loss,position,necessity_loss,all,1,0.0016355514526367188,0.06744354963302612
0,task_000,canonical_impl,canonical,1,canonical_test,0,opposite_same_wording,head0_bin1_sufficiency,head_position,sufficiency,0,1,0.0007365942001342773,0.07476961612701416
0,task_000,canonical_impl,canonical,1,canonical_test,0,opposite_same_wording,head0_bin1_necessity_loss,head_position,necessity_loss,0,1,-0.004939913749694824,0.06744354963302612
0,task_000,canonical_impl,canonical,1,canonical_test,0,opposite_same_wording,head1_bin1_sufficiency,head_position,sufficiency,1,1,-0.0008297562599182129,0.07476961612701416
0,task_000,canonical_impl,canonical,1,canonical_test,0,opposite_same_wording,head1_bin1_necessity_loss,head_position,necessity_loss,1,1,-0.004995822906494141,0.06744354963302612
0,task_000,canonical_impl,canonical,1,canonical_test,0,opposite_same_wording,head2_bin1_sufficiency,head_position,sufficiency,2,1,-0.0021347999572753906,0.07476961612701416
0,task_000,canonical_impl,canonical,1,canonical_test,0,opposite_same_wording,head2_bin1_necessity_loss,head_position,necessity_loss,2,1,-0.0050051212310791016,0.06744354963302612
0,task_000,canonical_impl,canonical,1,canonical_test,0,opposite_same_wording,head3_bin1_sufficiency,head_position,sufficiency,3,1,-0.00037926435470581055,0.07476961612701416
0,task_000,canonical_impl,canonical,1,canonical_test,0,opposite_same_wording,head3_bin1_necessity_loss,head_position,necessity_loss,3,1,-0.0056067705154418945,0.06744354963302612
0,task_000,canonical_impl,canonical,1,canonical_test,0,opposite_same_wording,bin2_allheads_sufficiency,position,sufficiency,all,2,0.0036588311195373535,0.07476961612701416
0,task_000,canonical_impl,canonical,1,canonical_test,0,opposite_same_wording,bin2_allheads_necessity_loss,position,necessity_loss,all,2,-0.0022472143173217773,0.06744354963302612
0,task_000,canonical_impl,canonical,1,canonical_test,0,opposite_same_wording,head0_bin2_sufficiency,head_position,sufficiency,0,2,0.0007302165031433105,0.07476961612701416
0,task_000,canonical_impl,canonical,1,canonical_test,0,opposite_same_wording,head0_bin2_necessity_loss,head_position,necessity_loss,0,2,-0.0050737857818603516,0.06744354963302612
0,task_000,canonical_impl,canonical,1,canonical_test,0,opposite_same_wording,head1_bin2_sufficiency,head_position,sufficiency,1,2,0.0011791586875915527,0.07476961612701416
0,task_000,canonical_impl,canonical,1,canonical_test,0,opposite_same_wording,head1_bin2_necessity_loss,head_position,necessity_loss,1,2,0.0028160810470581055,0.06744354963302612
0,task_000,canonical_impl,canonical,1,canonical_test,0,opposite_same_wording,head2_bin2_sufficiency,head_position,sufficiency,2,2,-0.00036090612411499023,0.07476961612701416
0,task_000,canonical_impl,canonical,1,canonical_test,0,opposite_same_wording,head2_bin2_necessity_loss,head_position,necessity_loss,2,2,-0.006814241409301758,0.06744354963302612
0,task_000,canonical_impl,canonical,1,canonical_test,0,opposite_same_wording,head3_bin2_sufficiency,head_position,sufficiency,3,2,-0.00021511316299438477,0.07476961612701416
0,task_000,canonical_impl,canonical,1,canonical_test,0,opposite_same_wording,head3_bin2_necessity_loss,head_position,necessity_loss,3,2,-0.009388089179992676,0.06744354963302612
0,task_000,canonical_impl,canonical,1,canonical_test,0,opposite_same_wording,bin3_allheads_sufficiency,position,sufficiency,all,3,-0.00019735097885131836,0.07476961612701416
0,task_000,canonical_impl,canonical,1,canonical_test,0,opposite_same_wording,bin3_allheads_necessity_loss,position,necessity_loss,all,3,-0.0049828290939331055,0.06744354963302612
0,task_000,canonical_impl,canonical,1,canonical_test,0,opposite_same_wording,head0_bin3_sufficiency,head_position,sufficiency,0,3,0.0008560419082641602,0.07476961612701416
0,task_000,canonical_impl,canonical,1,canonical_test,0,opposite_same_wording,head0_bin3_necessity_loss,head_position,necessity_loss,0,3,-0.0049898624420166016,0.06744354963302612
0,task_000,canonical_impl,canonical,1,canonical_test,0,opposite_same_wording,head1_bin3_sufficiency,head_position,sufficiency,1,3,-0.01018756628036499,0.07476961612701416
0,task_000,canonical_impl,canonical,1,canonical_test,0,opposite_same_wording,head1_bin3_necessity_loss,head_position,necessity_loss,1,3,-0.005011558532714844,0.06744354963302612
0,task_000,canonical_impl,canonical,1,canonical_test,0,opposite_same_wording,head2_bin3_sufficiency,head_position,sufficiency,2,3,0.0013495683670043945,0.07476961612701416
0,task_000,canonical_impl,canonical,1,canonical_test,0,opposite_same_wording,head2_bin3_necessity_loss,head_position,necessity_loss,2,3,-0.00925898551940918,0.06744354963302612
0,task_000,canonical_impl,canonical,1,canonical_test,0,opposite_same_wording,head3_bin3_sufficiency,head_position,sufficiency,3,3,-0.0006444454193115234,0.07476961612701416
0,task_000,canonical_impl,canonical,1,canonical_test,0,opposite_same_wording,head3_bin3_necessity_loss,head_position,necessity_loss,3,3,-0.009214282035827637,0.06744354963302612
0,task_000,canonical_impl,canonical,1,canonical_test,0,opposite_same_wording,bin4_allheads_sufficiency,position,sufficiency,all,4,-0.00036662817001342773,0.07476961612701416
0,task_000,canonical_impl,canonical,1,canonical_test,0,opposite_same_wording,bin4_allheads_necessity_loss,position,necessity_loss,all,4,-0.00516510009765625,0.06744354963302612
0,task_000,canonical_impl,canonical,1,canonical_test,0,opposite_same_wording,head0_bin4_sufficiency,head_position,sufficiency,0,4,0.0007311105728149414,0.07476961612701416
0,task_000,canonical_impl,canonical,1,canonical_test,0,opposite_same_wording,head0_bin4_necessity_loss,head_position,necessity_loss,0,4,-0.007696747779846191,0.06744354963302612
0,task_000,canonical_impl,canonical,1,canonical_test,0,opposite_same_wording,head1_bin4_sufficiency,head_position,sufficiency,1,4,-0.0003268122673034668,0.07476961612701416
0,task_000,canonical_impl,canonical,1,canonical_test,0,opposite_same_wording,head1_bin4_necessity_loss,head_position,necessity_loss,1,4,-0.005087375640869141,0.06744354963302612
0,task_000,canonical_impl,canonical,1,canonical_test,0,opposite_same_wording,head2_bin4_sufficiency,head_position,sufficiency,2,4,0.0012418031692504883,0.07476961612701416
0,task_000,canonical_impl,canonical,1,canonical_test,0,opposite_same_wording,head2_bin4_necessity_loss,head_position,necessity_loss,2,4,-0.005081653594970703,0.06744354963302612
0,task_000,canonical_impl,canonical,1,canonical_test,0,opposite_same_wording,head3_bin4_sufficiency,head_position,sufficiency,3,4,0.001206040382385254,0.07476961612701416
0,task_000,canonical_impl,canonical,1,canonical_test,0,opposite_same_wording,head3_bin4_necessity_loss,head_position,necessity_loss,3,4,7.236003875732422e-05,0.06744354963302612
0,task_000,canonical_impl,canonical,1,canonical_test,0,opposite_same_wording,bin5_allheads_sufficiency,position,sufficiency,all,5,0.07475095987319946,0.07476961612701416
0,task_000,canonical_impl,canonical,1,canonical_test,0,opposite_same_wording,bin5_allheads_necessity_loss,position,necessity_loss,all,5,0.06756538152694702,0.06744354963302612
0,task_000,canonical_impl,canonical,1,canonical_test,0,opposite_same_wording,head0_bin5_sufficiency,head_position,sufficiency,0,5,0.07462555170059204,0.07476961612701416
0,task_000,canonical_impl,canonical,1,canonical_test,0,opposite_same_wording,head0_bin5_necessity_loss,head_position,necessity_loss,0,5,0.07428491115570068,0.06744354963302612
0,task_000,canonical_impl,canonical,1,canonical_test,0,opposite_same_wording,head1_bin5_sufficiency,head_position,sufficiency,1,5,0.001032412052154541,0.07476961612701416
0,task_000,canonical_impl,canonical,1,canonical_test,0,opposite_same_wording,head1_bin5_necessity_loss,head_position,necessity_loss,1,5,-0.007836222648620605,0.06744354963302612
0,task_000,canonical_impl,canonical,1,canonical_test,0,opposite_same_wording,head2_bin5_sufficiency,head_position,sufficiency,2,5,-0.0003763437271118164,0.07476961612701416
0,task_000,canonical_impl,canonical,1,canonical_test,0,opposite_same_wording,head2_bin5_necessity_loss,head_position,necessity_loss,2,5,-0.006542563438415527,0.06744354963302612
0,task_000,canonical_impl,canonical,1,canonical_test,0,opposite_same_wording,head3_bin5_sufficiency,head_position,sufficiency,3,5,0.0013352036476135254,0.07476961612701416
0,task_000,canonical_impl,canonical,1,canonical_test,0,opposite_same_wording,head3_bin5_necessity_loss,head_position,necessity_loss,3,5,-0.005038022994995117,0.06744354963302612
0,task_000,paraphrase_test,paraphrase,0,paraphrase_impl,1,opposite_same_wording,H20_residual_reference,reference,residual_reference,all,-1,0.10739898681640625,
0,task_000,paraphrase_test,paraphrase,0,paraphrase_impl,1,opposite_same_wording,full_V_sufficiency,reference,sufficiency,all,-1,0.08507823944091797,0.08507823944091797
0,task_000,paraphrase_test,paraphrase,0,paraphrase_impl,1,opposite_same_wording,full_V_necessity_loss,reference,necessity_loss,all,-1,0.08268499374389648,0.08268499374389648
0,task_000,paraphrase_test,paraphrase,0,paraphrase_impl,1,opposite_same_wording,head0_sufficiency,head,sufficiency,0,-1,0.08579468727111816,0.08507823944091797
0,task_000,paraphrase_test,paraphrase,0,paraphrase_impl,1,opposite_same_wording,head0_necessity_loss,head,necessity_loss,0,-1,0.08906829357147217,0.08268499374389648
0,task_000,paraphrase_test,paraphrase,0,paraphrase_impl,1,opposite_same_wording,all_except_head0_sufficiency,head,sufficiency,"1,2,3",-1,-0.009059906005859375,0.08507823944091797
0,task_000,paraphrase_test,paraphrase,0,paraphrase_impl,1,opposite_same_wording,all_except_head0_necessity_loss,head,necessity_loss,"1,2,3",-1,0.0012784004211425781,0.08268499374389648
0,task_000,paraphrase_test,paraphrase,0,paraphrase_impl,1,opposite_same_wording,head1_sufficiency,head,sufficiency,1,-1,-0.000186920166015625,0.08507823944091797
0,task_000,paraphrase_test,paraphrase,0,paraphrase_impl,1,opposite_same_wording,head1_necessity_loss,head,necessity_loss,1,-1,-0.0004107952117919922,0.08268499374389648
0,task_000,paraphrase_test,paraphrase,0,paraphrase_impl,1,opposite_same_wording,all_except_head1_sufficiency,head,sufficiency,"0,2,3",-1,0.0870436429977417,0.08507823944091797
