phase,task_id,family,recipient_wording,recipient_label,donor_wording,donor_label,relation,anchor,metric,value,source_L,kv_head,readers
discovery,exp12_test_edit_07,test_edit,canonical,0,canonical,1,opposite_same_wording,SKILL_END,V_sufficiency,4.027504473924637e-05,20,0,
discovery,exp12_test_edit_07,test_edit,canonical,0,canonical,1,opposite_same_wording,SKILL_END,V_necessity_loss,-0.003950889687985182,20,0,
discovery,exp12_test_edit_07,test_edit,canonical,1,canonical,0,opposite_same_wording,SKILL_END,V_sufficiency,-0.0043776812963187695,20,0,
discovery,exp12_test_edit_07,test_edit,canonical,1,canonical,0,opposite_same_wording,SKILL_END,V_necessity_loss,2.9832124710083008e-05,20,0,
discovery,exp12_test_edit_08,test_edit,canonical,0,canonical,1,opposite_same_wording,SKILL_END,V_sufficiency,0.00427238829433918,20,0,
discovery,exp12_test_edit_08,test_edit,canonical,0,canonical,1,opposite_same_wording,SKILL_END,V_necessity_loss,-0.004492541076615453,20,0,
discovery,exp12_test_edit_08,test_edit,canonical,1,canonical,0,opposite_same_wording,SKILL_END,V_sufficiency,-0.004230869933962822,20,0,
discovery,exp12_test_edit_08,test_edit,canonical,1,canonical,0,opposite_same_wording,SKILL_END,V_necessity_loss,0.0002560424618422985,20,0,
discovery,exp12_test_edit_09,test_edit,canonical,0,canonical,1,opposite_same_wording,SKILL_END,V_sufficiency,-0.00377119448967278,20,0,
discovery,exp12_test_edit_09,test_edit,canonical,0,canonical,1,opposite_same_wording,SKILL_END,V_necessity_loss,0.0038153883069753647,20,0,
discovery,exp12_test_edit_09,test_edit,canonical,1,canonical,0,opposite_same_wording,SKILL_END,V_sufficiency,-0.008333876729011536,20,0,
discovery,exp12_test_edit_09,test_edit,canonical,1,canonical,0,opposite_same_wording,SKILL_END,V_necessity_loss,0.0041811405681073666,20,0,
discovery,exp12_test_edit_15,test_edit,canonical,0,canonical,1,opposite_same_wording,SKILL_END,V_sufficiency,-0.01146536786109209,20,0,
discovery,exp12_test_edit_15,test_edit,canonical,0,canonical,1,opposite_same_wording,SKILL_END,V_necessity_loss,0.007734739454463124,20,0,
discovery,exp12_test_edit_15,test_edit,canonical,1,canonical,0,opposite_same_wording,SKILL_END,V_sufficiency,-3.8236845284700394e-05,20,0,
discovery,exp12_test_edit_15,test_edit,canonical,1,canonical,0,opposite_same_wording,SKILL_END,V_necessity_loss,0.004458654206246138,20,0,
discovery,exp12_test_edit_00,test_edit,canonical,0,canonical,1,opposite_same_wording,SYSTEM_END,V_sufficiency,0.02202616725116968,20,0,
discovery,exp12_test_edit_00,test_edit,canonical,0,canonical,1,opposite_same_wording,SYSTEM_END,V_necessity_loss,0.004137980984523892,20,0,
discovery,exp12_test_edit_00,test_edit,canonical,1,canonical,0,opposite_same_wording,SYSTEM_END,V_sufficiency,-0.008702605962753296,20,0,
discovery,exp12_test_edit_00,test_edit,canonical,1,canonical,0,opposite_same_wording,SYSTEM_END,V_necessity_loss,-0.00024745939299464226,20,0,
discovery,exp12_test_edit_01,test_edit,canonical,0,canonical,1,opposite_same_wording,SYSTEM_END,V_sufficiency,6.391201168298721e-05,20,0,
discovery,exp12_test_edit_01,test_edit,canonical,0,canonical,1,opposite_same_wording,SYSTEM_END,V_necessity_loss,0.017395072616636753,20,0,
discovery,exp12_test_edit_01,test_edit,canonical,1,canonical,0,opposite_same_wording,SYSTEM_END,V_sufficiency,0.004140876233577728,20,0,
discovery,exp12_test_edit_01,test_edit,canonical,1,canonical,0,opposite_same_wording,SYSTEM_END,V_necessity_loss,-0.004242707043886185,20,0,
discovery,exp12_test_edit_03,test_edit,canonical,0,canonical,1,opposite_same_wording,SYSTEM_END,V_sufficiency,-0.00019990559667348862,20,0,
discovery,exp12_test_edit_03,test_edit,canonical,0,canonical,1,opposite_same_wording,SYSTEM_END,V_necessity_loss,-0.007632463006302714,20,0,
discovery,exp12_test_edit_03,test_edit,canonical,1,canonical,0,opposite_same_wording,SYSTEM_END,V_sufficiency,-3.3760443329811096e-07,20,0,
discovery,exp12_test_edit_03,test_edit,canonical,1,canonical,0,opposite_same_wording,SYSTEM_END,V_necessity_loss,0.017124110367149115,20,0,
discovery,exp12_test_edit_05,test_edit,canonical,0,canonical,1,opposite_same_wording,SYSTEM_END,V_sufficiency,0.004220166243612766,20,0,
discovery,exp12_test_edit_05,test_edit,canonical,0,canonical,1,opposite_same_wording,SYSTEM_END,V_necessity_loss,0.01907056150957942,20,0,
discovery,exp12_test_edit_05,test_edit,canonical,1,canonical,0,opposite_same_wording,SYSTEM_END,V_sufficiency,4.809349775314331e-06,20,0,
discovery,exp12_test_edit_05,test_edit,canonical,1,canonical,0,opposite_same_wording,SYSTEM_END,V_necessity_loss,0.004167736507952213,20,0,
discovery,exp12_test_edit_07,test_edit,canonical,0,canonical,1,opposite_same_wording,SYSTEM_END,V_sufficiency,-8.154078386723995e-05,20,0,
discovery,exp12_test_edit_07,test_edit,canonical,0,canonical,1,opposite_same_wording,SYSTEM_END,V_necessity_loss,-0.015330329770222306,20,0,
discovery,exp12_test_edit_07,test_edit,canonical,1,canonical,0,opposite_same_wording,SYSTEM_END,V_sufficiency,-0.00015791249461472034,20,0,
discovery,exp12_test_edit_07,test_edit,canonical,1,canonical,0,opposite_same_wording,SYSTEM_END,V_necessity_loss,0.00833240244537592,20,0,
discovery,exp12_test_edit_08,test_edit,canonical,0,canonical,1,opposite_same_wording,SYSTEM_END,V_sufficiency,0.026352392276749015,20,0,
discovery,exp12_test_edit_08,test_edit,canonical,0,canonical,1,opposite_same_wording,SYSTEM_END,V_necessity_loss,0.022061094641685486,20,0,
discovery,exp12_test_edit_08,test_edit,canonical,1,canonical,0,opposite_same_wording,SYSTEM_END,V_sufficiency,0.004414958879351616,20,0,
discovery,exp12_test_edit_08,test_edit,canonical,1,canonical,0,opposite_same_wording,SYSTEM_END,V_necessity_loss,-0.004144016187638044,20,0,
discovery,exp12_test_edit_09,test_edit,canonical,0,canonical,1,opposite_same_wording,SYSTEM_END,V_sufficiency,-0.01528089982457459,20,0,
discovery,exp12_test_edit_09,test_edit,canonical,0,canonical,1,opposite_same_wording,SYSTEM_END,V_necessity_loss,-0.003875625552609563,20,0,
discovery,exp12_test_edit_09,test_edit,canonical,1,canonical,0,opposite_same_wording,SYSTEM_END,V_sufficiency,-0.004181056749075651,20,0,
discovery,exp12_test_edit_09,test_edit,canonical,1,canonical,0,opposite_same_wording,SYSTEM_END,V_necessity_loss,3.521796315908432e-06,20,0,
discovery,exp12_test_edit_15,test_edit,canonical,0,canonical,1,opposite_same_wording,SYSTEM_END,V_sufficiency,-0.011567879002541304,20,0,
discovery,exp12_test_edit_15,test_edit,canonical,0,canonical,1,opposite_same_wording,SYSTEM_END,V_necessity_loss,-0.00390387955121696,20,0,
discovery,exp12_test_edit_15,test_edit,canonical,1,canonical,0,opposite_same_wording,SYSTEM_END,V_sufficiency,0.004177986178547144,20,0,
discovery,exp12_test_edit_15,test_edit,canonical,1,canonical,0,opposite_same_wording,SYSTEM_END,V_necessity_loss,-0.004203916527330875,20,0,
discovery,exp12_test_edit_00,test_edit,canonical,0,canonical,1,opposite_same_wording,ISSUE_END,V_sufficiency,0.022093722131103277,20,0,
discovery,exp12_test_edit_00,test_edit,canonical,0,canonical,1,opposite_same_wording,ISSUE_END,V_necessity_loss,-0.01775870146229863,20,0,
discovery,exp12_test_edit_00,test_edit,canonical,1,canonical,0,opposite_same_wording,ISSUE_END,V_sufficiency,-0.004177182447165251,20,0,
discovery,exp12_test_edit_00,test_edit,canonical,1,canonical,0,opposite_same_wording,ISSUE_END,V_necessity_loss,0.0003358745016157627,20,0,
discovery,exp12_test_edit_01,test_edit,canonical,0,canonical,1,opposite_same_wording,ISSUE_END,V_sufficiency,-0.02631623321212828,20,0,
discovery,exp12_test_edit_01,test_edit,canonical,0,canonical,1,opposite_same_wording,ISSUE_END,V_necessity_loss,-0.017838123720139265,20,0,
discovery,exp12_test_edit_01,test_edit,canonical,1,canonical,0,opposite_same_wording,ISSUE_END,V_sufficiency,6.085820496082306e-05,20,0,
discovery,exp12_test_edit_01,test_edit,canonical,1,canonical,0,opposite_same_wording,ISSUE_END,V_necessity_loss,4.7136563807725906e-05,20,0,
discovery,exp12_test_edit_03,test_edit,canonical,0,canonical,1,opposite_same_wording,ISSUE_END,V_sufficiency,-0.015814554877579212,20,0,
discovery,exp12_test_edit_03,test_edit,canonical,0,canonical,1,opposite_same_wording,ISSUE_END,V_necessity_loss,-6.276275962591171e-05,20,0,
discovery,exp12_test_edit_03,test_edit,canonical,1,canonical,0,opposite_same_wording,ISSUE_END,V_sufficiency,0.012835524044930935,20,0,
discovery,exp12_test_edit_03,test_edit,canonical,1,canonical,0,opposite_same_wording,ISSUE_END,V_necessity_loss,0.012560389935970306,20,0,
discovery,exp12_test_edit_05,test_edit,canonical,0,canonical,1,opposite_same_wording,ISSUE_END,V_sufficiency,-0.018815338145941496,20,0,
discovery,exp12_test_edit_05,test_edit,canonical,0,canonical,1,opposite_same_wording,ISSUE_END,V_necessity_loss,-0.011654475703835487,20,0,
discovery,exp12_test_edit_05,test_edit,canonical,1,canonical,0,opposite_same_wording,ISSUE_END,V_sufficiency,0.004210995510220528,20,0,
discovery,exp12_test_edit_05,test_edit,canonical,1,canonical,0,opposite_same_wording,ISSUE_END,V_necessity_loss,-0.0039640069007873535,20,0,
discovery,exp12_test_edit_07,test_edit,canonical,0,canonical,1,opposite_same_wording,ISSUE_END,V_sufficiency,0.015435657231137156,20,0,
discovery,exp12_test_edit_07,test_edit,canonical,0,canonical,1,opposite_same_wording,ISSUE_END,V_necessity_loss,-5.431543104350567e-05,20,0,
discovery,exp12_test_edit_07,test_edit,canonical,1,canonical,0,opposite_same_wording,ISSUE_END,V_sufficiency,0.008414593990892172,20,0,
discovery,exp12_test_edit_07,test_edit,canonical,1,canonical,0,opposite_same_wording,ISSUE_END,V_necessity_loss,0.0002716663293540478,20,0,
discovery,exp12_test_edit_08,test_edit,canonical,0,canonical,1,opposite_same_wording,ISSUE_END,V_sufficiency,-0.008950446266680956,20,0,
discovery,exp12_test_edit_08,test_edit,canonical,0,canonical,1,opposite_same_wording,ISSUE_END,V_necessity_loss,0.008513730252161622,20,0,
discovery,exp12_test_edit_08,test_edit,canonical,1,canonical,0,opposite_same_wording,ISSUE_END,V_sufficiency,0.004449879750609398,20,0,
discovery,exp12_test_edit_08,test_edit,canonical,1,canonical,0,opposite_same_wording,ISSUE_END,V_necessity_loss,0.008522784803062677,20,0,
discovery,exp12_test_edit_09,test_edit,canonical,0,canonical,1,opposite_same_wording,ISSUE_END,V_sufficiency,-0.003871272085234523,20,0,
discovery,exp12_test_edit_09,test_edit,canonical,0,canonical,1,opposite_same_wording,ISSUE_END,V_necessity_loss,0.0113693552557379,20,0,
discovery,exp12_test_edit_09,test_edit,canonical,1,canonical,0,opposite_same_wording,ISSUE_END,V_sufficiency,-0.00831836019642651,20,0,
discovery,exp12_test_edit_09,test_edit,canonical,1,canonical,0,opposite_same_wording,ISSUE_END,V_necessity_loss,0.0001804698258638382,20,0,
discovery,exp12_test_edit_15,test_edit,canonical,0,canonical,1,opposite_same_wording,ISSUE_END,V_sufficiency,-0.015308606904000044,20,0,
discovery,exp12_test_edit_15,test_edit,canonical,0,canonical,1,opposite_same_wording,ISSUE_END,V_necessity_loss,-0.031017138389870524,20,0,
discovery,exp12_test_edit_15,test_edit,canonical,1,canonical,0,opposite_same_wording,ISSUE_END,V_sufficiency,0.0002762759104371071,20,0,
discovery,exp12_test_edit_15,test_edit,canonical,1,canonical,0,opposite_same_wording,ISSUE_END,V_necessity_loss,0.008865078911185265,20,0,
discovery,exp12_test_edit_00,test_edit,canonical,0,canonical,1,opposite_same_wording,DETAIL_END,V_sufficiency,-0.004399369237944484,20,0,
discovery,exp12_test_edit_00,test_edit,canonical,0,canonical,1,opposite_same_wording,DETAIL_END,V_necessity_loss,-0.013202531496062875,20,0,
discovery,exp12_test_edit_00,test_edit,canonical,1,canonical,0,opposite_same_wording,DETAIL_END,V_sufficiency,-0.012869701255112886,20,0,
discovery,exp12_test_edit_00,test_edit,canonical,1,canonical,0,opposite_same_wording,DETAIL_END,V_necessity_loss,-0.0041342019103467464,20,0,
discovery,exp12_test_edit_01,test_edit,canonical,0,canonical,1,opposite_same_wording,DETAIL_END,V_sufficiency,-0.012992344098165631,20,0,
discovery,exp12_test_edit_01,test_edit,canonical,0,canonical,1,opposite_same_wording,DETAIL_END,V_necessity_loss,-0.013026461936533451,20,0,
discovery,exp12_test_edit_01,test_edit,canonical,1,canonical,0,opposite_same_wording,DETAIL_END,V_sufficiency,-1.591164618730545e-05,20,0,
discovery,exp12_test_edit_01,test_edit,canonical,1,canonical,0,opposite_same_wording,DETAIL_END,V_necessity_loss,-0.004346715752035379,20,0,
discovery,exp12_test_edit_03,test_edit,canonical,0,canonical,1,opposite_same_wording,DETAIL_END,V_sufficiency,-0.015533359022811055,20,0,
discovery,exp12_test_edit_03,test_edit,canonical,0,canonical,1,opposite_same_wording,DETAIL_END,V_necessity_loss,-0.00015346333384513855,20,0,
discovery,exp12_test_edit_03,test_edit,canonical,1,canonical,0,opposite_same_wording,DETAIL_END,V_sufficiency,-0.008570543490350246,20,0,
discovery,exp12_test_edit_03,test_edit,canonical,1,canonical,0,opposite_same_wording,DETAIL_END,V_necessity_loss,1.712515950202942e-05,20,0,
discovery,exp12_test_edit_05,test_edit,canonical,0,canonical,1,opposite_same_wording,DETAIL_END,V_sufficiency,-0.015035932883620262,20,0,
discovery,exp12_test_edit_05,test_edit,canonical,0,canonical,1,opposite_same_wording,DETAIL_END,V_necessity_loss,0.007789150811731815,20,0,
discovery,exp12_test_edit_05,test_edit,canonical,1,canonical,0,opposite_same_wording,DETAIL_END,V_sufficiency,0.004180304240435362,20,0,
discovery,exp12_test_edit_05,test_edit,canonical,1,canonical,0,opposite_same_wording,DETAIL_END,V_necessity_loss,5.099596455693245e-05,20,0,
discovery,exp12_test_edit_07,test_edit,canonical,0,canonical,1,opposite_same_wording,DETAIL_END,V_sufficiency,0.003900518175214529,20,0,
discovery,exp12_test_edit_07,test_edit,canonical,0,canonical,1,opposite_same_wording,DETAIL_END,V_necessity_loss,1.0212184861302376e-05,20,0,
discovery,exp12_test_edit_07,test_edit,canonical,1,canonical,0,opposite_same_wording,DETAIL_END,V_sufficiency,-0.004306563641875982,20,0,
discovery,exp12_test_edit_07,test_edit,canonical,1,canonical,0,opposite_same_wording,DETAIL_END,V_necessity_loss,0.00435621477663517,20,0,
discovery,exp12_test_edit_08,test_edit,canonical,0,canonical,1,opposite_same_wording,DETAIL_END,V_sufficiency,-0.008959145750850439,20,0,
discovery,exp12_test_edit_08,test_edit,canonical,0,canonical,1,opposite_same_wording,DETAIL_END,V_necessity_loss,4.120590165257454e-05,20,0,
discovery,exp12_test_edit_08,test_edit,canonical,1,canonical,0,opposite_same_wording,DETAIL_END,V_sufficiency,-0.0041745565831661224,20,0,
discovery,exp12_test_edit_08,test_edit,canonical,1,canonical,0,opposite_same_wording,DETAIL_END,V_necessity_loss,0.004185718484222889,20,0,
discovery,exp12_test_edit_09,test_edit,canonical,0,canonical,1,opposite_same_wording,DETAIL_END,V_sufficiency,0.003900843905285001,20,0,
discovery,exp12_test_edit_09,test_edit,canonical,0,canonical,1,opposite_same_wording,DETAIL_END,V_necessity_loss,-0.04231722536496818,20,0,
discovery,exp12_test_edit_09,test_edit,canonical,1,canonical,0,opposite_same_wording,DETAIL_END,V_sufficiency,-0.004004203015938401,20,0,
discovery,exp12_test_edit_09,test_edit,canonical,1,canonical,0,opposite_same_wording,DETAIL_END,V_necessity_loss,0.004356751684099436,20,0,
discovery,exp12_test_edit_15,test_edit,canonical,0,canonical,1,opposite_same_wording,DETAIL_END,V_sufficiency,-0.019332366064190865,20,0,
discovery,exp12_test_edit_15,test_edit,canonical,0,canonical,1,opposite_same_wording,DETAIL_END,V_necessity_loss,0.00013276026584208012,20,0,
discovery,exp12_test_edit_15,test_edit,canonical,1,canonical,0,opposite_same_wording,DETAIL_END,V_sufficiency,0.000302373431622982,20,0,
discovery,exp12_test_edit_15,test_edit,canonical,1,canonical,0,opposite_same_wording,DETAIL_END,V_necessity_loss,-0.01693352311849594,20,0,
discovery,exp12_test_edit_00,test_edit,canonical,0,canonical,1,opposite_same_wording,ACTION0_END,V_sufficiency,0.026564251631498337,20,0,
discovery,exp12_test_edit_00,test_edit,canonical,0,canonical,1,opposite_same_wording,ACTION0_END,V_necessity_loss,0.008800027426332235,20,0,
discovery,exp12_test_edit_00,test_edit,canonical,1,canonical,0,opposite_same_wording,ACTION0_END,V_sufficiency,-0.012870363891124725,20,0,
discovery,exp12_test_edit_00,test_edit,canonical,1,canonical,0,opposite_same_wording,ACTION0_END,V_necessity_loss,0.008701511193066835,20,0,
discovery,exp12_test_edit_01,test_edit,canonical,0,canonical,1,opposite_same_wording,ACTION0_END,V_sufficiency,-0.013140452560037374,20,0,
discovery,exp12_test_edit_01,test_edit,canonical,0,canonical,1,opposite_same_wording,ACTION0_END,V_necessity_loss,0.008952467236667871,20,0,
discovery,exp12_test_edit_01,test_edit,canonical,1,canonical,0,opposite_same_wording,ACTION0_END,V_sufficiency,-0.004429546184837818,20,0,
discovery,exp12_test_edit_01,test_edit,canonical,1,canonical,0,opposite_same_wording,ACTION0_END,V_necessity_loss,0.012806423008441925,20,0,
discovery,exp12_test_edit_03,test_edit,canonical,0,canonical,1,opposite_same_wording,ACTION0_END,V_sufficiency,7.020891644060612e-05,20,0,
discovery,exp12_test_edit_03,test_edit,canonical,0,canonical,1,opposite_same_wording,ACTION0_END,V_necessity_loss,-5.9335026890039444e-05,20,0,
discovery,exp12_test_edit_03,test_edit,canonical,1,canonical,0,opposite_same_wording,ACTION0_END,V_sufficiency,-0.00020531006157398224,20,0,
discovery,exp12_test_edit_03,test_edit,canonical,1,canonical,0,opposite_same_wording,ACTION0_END,V_necessity_loss,0.004237095359712839,20,0,
discovery,exp12_test_edit_05,test_edit,canonical,0,canonical,1,opposite_same_wording,ACTION0_END,V_sufficiency,0.01197994640097022,20,0,
discovery,exp12_test_edit_05,test_edit,canonical,0,canonical,1,opposite_same_wording,ACTION0_END,V_necessity_loss,0.0039671617560088634,20,0,
discovery,exp12_test_edit_05,test_edit,canonical,1,canonical,0,opposite_same_wording,ACTION0_END,V_sufficiency,-0.008542670169845223,20,0,
discovery,exp12_test_edit_05,test_edit,canonical,1,canonical,0,opposite_same_wording,ACTION0_END,V_necessity_loss,-2.759508788585663e-05,20,0,
discovery,exp12_test_edit_07,test_edit,canonical,0,canonical,1,opposite_same_wording,ACTION0_END,V_sufficiency,0.02723529376089573,20,0,
discovery,exp12_test_edit_07,test_edit,canonical,0,canonical,1,opposite_same_wording,ACTION0_END,V_necessity_loss,-0.004000277956947684,20,0,
discovery,exp12_test_edit_07,test_edit,canonical,1,canonical,0,opposite_same_wording,ACTION0_END,V_sufficiency,-2.3194588720798492e-06,20,0,
discovery,exp12_test_edit_07,test_edit,canonical,1,canonical,0,opposite_same_wording,ACTION0_END,V_necessity_loss,-0.00400555320084095,20,0,
discovery,exp12_test_edit_08,test_edit,canonical,0,canonical,1,opposite_same_wording,ACTION0_END,V_sufficiency,0.004594056401401758,20,0,
discovery,exp12_test_edit_08,test_edit,canonical,0,canonical,1,opposite_same_wording,ACTION0_END,V_necessity_loss,-0.03079470549710095,20,0,
discovery,exp12_test_edit_08,test_edit,canonical,1,canonical,0,opposite_same_wording,ACTION0_END,V_sufficiency,-0.008168124593794346,20,0,
discovery,exp12_test_edit_08,test_edit,canonical,1,canonical,0,opposite_same_wording,ACTION0_END,V_necessity_loss,-0.004475221503525972,20,0,
discovery,exp12_test_edit_09,test_edit,canonical,0,canonical,1,opposite_same_wording,ACTION0_END,V_sufficiency,-0.011366840451955795,20,0,
discovery,exp12_test_edit_09,test_edit,canonical,0,canonical,1,opposite_same_wording,ACTION0_END,V_necessity_loss,0.015181007329374552,20,0,
discovery,exp12_test_edit_09,test_edit,canonical,1,canonical,0,opposite_same_wording,ACTION0_END,V_sufficiency,-0.004025912145152688,20,0,
discovery,exp12_test_edit_09,test_edit,canonical,1,canonical,0,opposite_same_wording,ACTION0_END,V_necessity_loss,-0.004006366711109877,20,0,
discovery,exp12_test_edit_15,test_edit,canonical,0,canonical,1,opposite_same_wording,ACTION0_END,V_sufficiency,-0.023068029200658202,20,0,
discovery,exp12_test_edit_15,test_edit,canonical,0,canonical,1,opposite_same_wording,ACTION0_END,V_necessity_loss,0.01132481126114726,20,0,
discovery,exp12_test_edit_15,test_edit,canonical,1,canonical,0,opposite_same_wording,ACTION0_END,V_sufficiency,-0.0039447289891541,20,0,
discovery,exp12_test_edit_15,test_edit,canonical,1,canonical,0,opposite_same_wording,ACTION0_END,V_necessity_loss,0.003930318169295788,20,0,
discovery,exp12_test_edit_00,test_edit,canonical,0,canonical,1,opposite_same_wording,ACTION1_END,V_sufficiency,0.022034656489267945,20,0,
discovery,exp12_test_edit_00,test_edit,canonical,0,canonical,1,opposite_same_wording,ACTION1_END,V_necessity_loss,0.009310598718002439,20,0,
discovery,exp12_test_edit_00,test_edit,canonical,1,canonical,0,opposite_same_wording,ACTION1_END,V_sufficiency,-0.004475524183362722,20,0,
discovery,exp12_test_edit_00,test_edit,canonical,1,canonical,0,opposite_same_wording,ACTION1_END,V_necessity_loss,0.00913337990641594,20,0,
discovery,exp12_test_edit_01,test_edit,canonical,0,canonical,1,opposite_same_wording,ACTION1_END,V_sufficiency,-0.008646538946777582,20,0,
discovery,exp12_test_edit_01,test_edit,canonical,0,canonical,1,opposite_same_wording,ACTION1_END,V_necessity_loss,-0.008706702152267098,20,0,
discovery,exp12_test_edit_01,test_edit,canonical,1,canonical,0,opposite_same_wording,ACTION1_END,V_sufficiency,3.5408884286880493e-06,20,0,
discovery,exp12_test_edit_01,test_edit,canonical,1,canonical,0,opposite_same_wording,ACTION1_END,V_necessity_loss,0.008892159909009933,20,0,
discovery,exp12_test_edit_03,test_edit,canonical,0,canonical,1,opposite_same_wording,ACTION1_END,V_sufficiency,0.00399172049947083,20,0,
discovery,exp12_test_edit_03,test_edit,canonical,0,canonical,1,opposite_same_wording,ACTION1_END,V_necessity_loss,0.008069831412285566,20,0,
discovery,exp12_test_edit_03,test_edit,canonical,1,canonical,0,opposite_same_wording,ACTION1_END,V_sufficiency,-4.088971763849258e-06,20,0,
discovery,exp12_test_edit_03,test_edit,canonical,1,canonical,0,opposite_same_wording,ACTION1_END,V_necessity_loss,-0.00413063820451498,20,0,
discovery,exp12_test_edit_05,test_edit,canonical,0,canonical,1,opposite_same_wording,ACTION1_END,V_sufficiency,0.008081833831965923,20,0,
discovery,exp12_test_edit_05,test_edit,canonical,0,canonical,1,opposite_same_wording,ACTION1_END,V_necessity_loss,0.0004121242091059685,20,0,
discovery,exp12_test_edit_05,test_edit,canonical,1,canonical,0,opposite_same_wording,ACTION1_END,V_sufficiency,0.004235637839883566,20,0,
discovery,exp12_test_edit_05,test_edit,canonical,1,canonical,0,opposite_same_wording,ACTION1_END,V_necessity_loss,-0.004141875077039003,20,0,
discovery,exp12_test_edit_07,test_edit,canonical,0,canonical,1,opposite_same_wording,ACTION1_END,V_sufficiency,0.0232559519354254,20,0,
discovery,exp12_test_edit_07,test_edit,canonical,0,canonical,1,opposite_same_wording,ACTION1_END,V_necessity_loss,0.023539768531918526,20,0,
discovery,exp12_test_edit_07,test_edit,canonical,1,canonical,0,opposite_same_wording,ACTION1_END,V_sufficiency,0.004223837982863188,20,0,
discovery,exp12_test_edit_07,test_edit,canonical,1,canonical,0,opposite_same_wording,ACTION1_END,V_necessity_loss,4.7268811613321304e-05,20,0,
discovery,exp12_test_edit_08,test_edit,canonical,0,canonical,1,opposite_same_wording,ACTION1_END,V_sufficiency,0.00014938903041183949,20,0,
discovery,exp12_test_edit_08,test_edit,canonical,0,canonical,1,opposite_same_wording,ACTION1_END,V_necessity_loss,-0.008376345504075289,20,0,
discovery,exp12_test_edit_08,test_edit,canonical,1,canonical,0,opposite_same_wording,ACTION1_END,V_sufficiency,-0.003993670921772718,20,0,
discovery,exp12_test_edit_08,test_edit,canonical,1,canonical,0,opposite_same_wording,ACTION1_END,V_necessity_loss,0.004182041622698307,20,0,
discovery,exp12_test_edit_09,test_edit,canonical,0,canonical,1,opposite_same_wording,ACTION1_END,V_sufficiency,-0.015155809000134468,20,0,
discovery,exp12_test_edit_09,test_edit,canonical,0,canonical,1,opposite_same_wording,ACTION1_END,V_necessity_loss,0.0003614483866840601,20,0,
discovery,exp12_test_edit_09,test_edit,canonical,1,canonical,0,opposite_same_wording,ACTION1_END,V_sufficiency,0.00016234302893280983,20,0,
discovery,exp12_test_edit_09,test_edit,canonical,1,canonical,0,opposite_same_wording,ACTION1_END,V_necessity_loss,0.004182446748018265,20,0,
discovery,exp12_test_edit_15,test_edit,canonical,0,canonical,1,opposite_same_wording,ACTION1_END,V_sufficiency,-0.007576285162940621,20,0,
discovery,exp12_test_edit_15,test_edit,canonical,0,canonical,1,opposite_same_wording,ACTION1_END,V_necessity_loss,0.015745180193334818,20,0,
discovery,exp12_test_edit_15,test_edit,canonical,1,canonical,0,opposite_same_wording,ACTION1_END,V_sufficiency,0.00023595942184329033,20,0,
