offset,endpoint,mean,ci_low,ci_high,sign_flip_p,num_tasks,bh_q,decoded_token
-7,single_token_sufficiency,-0.00013708602637052536,-0.0008053449758638939,0.0005380161106586453,0.6893655317234139,48,0.7362131893405329, now
-6,leave_one_out_loss,-0.0004952500263849894,-0.0010161405118803183,1.691463403403706e-05,0.06494675266236688,48,0.18556215046390537,".
"
-6,single_token_necessity_loss,0.0002423108865817388,-0.0003879420769711335,0.0008914515996972698,0.4703764811759412,48,0.9230064812548847,".
"
-6,single_token_sufficiency,-0.00028970899681250256,-0.0008442702780788144,0.00028260244677464133,0.3285335733213339,48,0.475404801188512,".
"
-5,leave_one_out_loss,0.02538419794291258,0.023741026075246432,0.02711218170200785,4.999750012499375e-05,48,0.00024998750062496874,<|im_end|>
-5,single_token_necessity_loss,0.02629812837888797,0.024232119244212907,0.028453988038624325,4.999750012499375e-05,48,0.0003333166674999583,<|im_end|>
-5,single_token_sufficiency,0.02521269799520572,0.02345568948270132,0.027049388589027026,4.999750012499375e-05,48,0.0003333166674999583,<|im_end|>
-4,leave_one_out_loss,-0.00016099556038777033,-0.0007573216998328765,0.00043289274908602193,0.6007699615019249,48,0.7986267353299001,"
"
-4,single_token_necessity_loss,-4.737327496210734e-05,-0.0006742900315051277,0.000562936013254026,0.8768561571921404,48,0.9230064812548847,"
"
-4,single_token_sufficiency,-0.0006874405468503634,-0.001354833117996653,-3.620230903228126e-05,0.05414729263536823,48,0.15470655038676637,"
"
-3,leave_one_out_loss,0.0017481983328859012,0.0010821107309311629,0.002420371995928387,4.999750012499375e-05,48,0.00024998750062496874,<|im_start|>
-3,single_token_necessity_loss,0.0014583201458056767,0.0007606083294376732,0.0021477224538102744,0.00014999250037498125,48,0.0007499625018749063,<|im_start|>
-3,single_token_sufficiency,0.0015615175167719524,0.0006799129846816262,0.002528895600698887,0.0021498925053747312,48,0.010749462526873657,<|im_start|>
-2,leave_one_out_loss,-0.00013157321761051813,-0.0007648622384294867,0.0004994601709768173,0.6938653067346633,48,0.7986267353299001,assistant
-2,single_token_necessity_loss,0.00011893268674612045,-0.0005292210650319854,0.0007788056197265777,0.728163591820409,48,0.9230064812548847,assistant
-2,single_token_sufficiency,-0.0006217478464047114,-0.0011901031558712322,-5.6467531248927986e-05,0.04169791510424479,48,0.13899305034748263,assistant
-1,leave_one_out_loss,0.009705803046623865,0.008718677749857308,0.010644296750736734,4.999750012499375e-05,48,0.00024998750062496874,"
"
-1,single_token_necessity_loss,0.009595977142453194,0.008619768149219454,0.01054726120394965,4.999750012499375e-05,48,0.0003333166674999583,"
"
-1,single_token_sufficiency,0.009498288234074911,0.008720626255186895,0.010268926721376677,4.999750012499375e-05,48,0.0003333166674999583,"
"
0,H20_residual_reference,0.04879554764678081,0.044006781008404994,0.053757729614153496,4.999750012499375e-05,48,,
0,full_KV0_B5_necessity_loss,0.044482024386525154,0.04150141906769325,0.04749468092340976,4.999750012499375e-05,48,,
0,full_KV0_B5_sufficiency,0.04478038288652897,0.04211485354850689,0.04754031493794173,4.999750012499375e-05,48,,
