task_id,task_idx,condition,wording,label,label_name,test_mean_logprob,impl_mean_logprob,impl_minus_test_margin,behavior_pred,behavior_correct,signed_margin_for_correct_action
task_007,7,paraphrase_impl,paraphrase,1,INSPECT_IMPLEMENTATION,-0.9450642466545105,-0.6889151930809021,0.2561490535736084,1,1,0.2561490535736084
task_008,8,canonical_test,canonical,0,INSPECT_TEST,-1.2340171337127686,-1.2965471744537354,-0.0625300407409668,0,1,0.0625300407409668
task_008,8,canonical_impl,canonical,1,INSPECT_IMPLEMENTATION,-1.1452897787094116,-1.0123170614242554,0.13297271728515625,1,1,0.13297271728515625
task_008,8,paraphrase_test,paraphrase,0,INSPECT_TEST,-1.2788413763046265,-1.173202395439148,0.10563898086547852,1,0,-0.10563898086547852
task_008,8,paraphrase_impl,paraphrase,1,INSPECT_IMPLEMENTATION,-1.1848821640014648,-0.9673333764076233,0.21754878759384155,1,1,0.21754878759384155
task_009,9,canonical_test,canonical,0,INSPECT_TEST,-1.3891220092773438,-1.1150016784667969,0.2741203308105469,1,0,-0.2741203308105469
task_009,9,canonical_impl,canonical,1,INSPECT_IMPLEMENTATION,-1.4671924114227295,-0.9546231627464294,0.5125692486763,1,1,0.5125692486763
task_009,9,paraphrase_test,paraphrase,0,INSPECT_TEST,-1.3672611713409424,-0.9720402956008911,0.39522087574005127,1,0,-0.39522087574005127
task_009,9,paraphrase_impl,paraphrase,1,INSPECT_IMPLEMENTATION,-1.5229623317718506,-0.9203553795814514,0.6026069521903992,1,1,0.6026069521903992
task_010,10,canonical_test,canonical,0,INSPECT_TEST,-0.8870572447776794,-1.0314462184906006,-0.14438897371292114,0,1,0.14438897371292114
task_010,10,canonical_impl,canonical,1,INSPECT_IMPLEMENTATION,-0.7998011112213135,-0.7634128332138062,0.036388278007507324,1,1,0.036388278007507324
task_010,10,paraphrase_test,paraphrase,0,INSPECT_TEST,-0.9032778143882751,-1.0056660175323486,-0.10238820314407349,0,1,0.10238820314407349
task_010,10,paraphrase_impl,paraphrase,1,INSPECT_IMPLEMENTATION,-0.8332234621047974,-0.8014541268348694,0.03176933526992798,1,1,0.03176933526992798
task_011,11,canonical_test,canonical,0,INSPECT_TEST,-1.279951810836792,-1.053227186203003,0.22672462463378906,1,0,-0.22672462463378906
task_011,11,canonical_impl,canonical,1,INSPECT_IMPLEMENTATION,-1.2893002033233643,-0.9319033026695251,0.3573969006538391,1,1,0.3573969006538391
task_011,11,paraphrase_test,paraphrase,0,INSPECT_TEST,-1.429442286491394,-1.0870485305786133,0.34239375591278076,1,0,-0.34239375591278076
task_011,11,paraphrase_impl,paraphrase,1,INSPECT_IMPLEMENTATION,-1.4031524658203125,-0.9365538358688354,0.46659862995147705,1,1,0.46659862995147705
task_012,12,canonical_test,canonical,0,INSPECT_TEST,-1.280381202697754,-1.2950042486190796,-0.014623045921325684,0,1,0.014623045921325684
task_012,12,canonical_impl,canonical,1,INSPECT_IMPLEMENTATION,-1.3204216957092285,-1.0271297693252563,0.29329192638397217,1,1,0.29329192638397217
task_012,12,paraphrase_test,paraphrase,0,INSPECT_TEST,-1.3106094598770142,-1.137677788734436,0.17293167114257812,1,0,-0.17293167114257812
task_012,12,paraphrase_impl,paraphrase,1,INSPECT_IMPLEMENTATION,-1.377360224723816,-1.0306496620178223,0.34671056270599365,1,1,0.34671056270599365
task_013,13,canonical_test,canonical,0,INSPECT_TEST,-0.9551081657409668,-0.8595115542411804,0.09559661149978638,1,0,-0.09559661149978638
task_013,13,canonical_impl,canonical,1,INSPECT_IMPLEMENTATION,-0.9320448637008667,-0.643404483795166,0.2886403799057007,1,1,0.2886403799057007
task_013,13,paraphrase_test,paraphrase,0,INSPECT_TEST,-0.934475302696228,-0.814296543598175,0.12017875909805298,1,0,-0.12017875909805298
task_013,13,paraphrase_impl,paraphrase,1,INSPECT_IMPLEMENTATION,-0.9619239568710327,-0.6490015983581543,0.3129223585128784,1,1,0.3129223585128784
task_014,14,canonical_test,canonical,0,INSPECT_TEST,-1.2594919204711914,-1.2788976430892944,-0.019405722618103027,0,1,0.019405722618103027
task_014,14,canonical_impl,canonical,1,INSPECT_IMPLEMENTATION,-1.1712114810943604,-1.0031731128692627,0.16803836822509766,1,1,0.16803836822509766
task_014,14,paraphrase_test,paraphrase,0,INSPECT_TEST,-1.2427057027816772,-1.1623542308807373,0.08035147190093994,1,0,-0.08035147190093994
task_014,14,paraphrase_impl,paraphrase,1,INSPECT_IMPLEMENTATION,-1.1751582622528076,-0.9602186679840088,0.21493959426879883,1,1,0.21493959426879883
task_015,15,canonical_test,canonical,0,INSPECT_TEST,-1.337951898574829,-1.0519667863845825,0.2859851121902466,1,0,-0.2859851121902466
task_015,15,canonical_impl,canonical,1,INSPECT_IMPLEMENTATION,-1.532863974571228,-0.9505411982536316,0.5823227763175964,1,1,0.5823227763175964
task_015,15,paraphrase_test,paraphrase,0,INSPECT_TEST,-1.4066746234893799,-0.9854211211204529,0.421253502368927,1,0,-0.421253502368927
task_015,15,paraphrase_impl,paraphrase,1,INSPECT_IMPLEMENTATION,-1.5831178426742554,-0.9408907294273376,0.6422271132469177,1,1,0.6422271132469177
task_016,16,canonical_test,canonical,0,INSPECT_TEST,-0.899549663066864,-1.0110677480697632,-0.11151808500289917,0,1,0.11151808500289917
task_016,16,canonical_impl,canonical,1,INSPECT_IMPLEMENTATION,-0.8457440137863159,-0.7663550972938538,0.07938891649246216,1,1,0.07938891649246216
task_016,16,paraphrase_test,paraphrase,0,INSPECT_TEST,-0.9295668005943298,-0.9800915718078613,-0.050524771213531494,0,1,0.050524771213531494
task_016,16,paraphrase_impl,paraphrase,1,INSPECT_IMPLEMENTATION,-0.8478454947471619,-0.7749524712562561,0.07289302349090576,1,1,0.07289302349090576
task_017,17,canonical_test,canonical,0,INSPECT_TEST,-1.2706760168075562,-1.0605648756027222,0.21011114120483398,1,0,-0.21011114120483398
task_017,17,canonical_impl,canonical,1,INSPECT_IMPLEMENTATION,-1.2410043478012085,-0.9216701984405518,0.31933414936065674,1,1,0.31933414936065674
task_017,17,paraphrase_test,paraphrase,0,INSPECT_TEST,-1.2902724742889404,-0.9681368470191956,0.3221356272697449,1,0,-0.3221356272697449
task_017,17,paraphrase_impl,paraphrase,1,INSPECT_IMPLEMENTATION,-1.264172077178955,-0.8469894528388977,0.4171826243400574,1,1,0.4171826243400574
task_018,18,canonical_test,canonical,0,INSPECT_TEST,-1.26954984664917,-1.3008759021759033,-0.0313260555267334,0,1,0.0313260555267334
task_018,18,canonical_impl,canonical,1,INSPECT_IMPLEMENTATION,-1.2503129243850708,-0.9552790522575378,0.29503387212753296,1,1,0.29503387212753296
task_018,18,paraphrase_test,paraphrase,0,INSPECT_TEST,-1.2880659103393555,-1.1510396003723145,0.13702630996704102,1,0,-0.13702630996704102
task_018,18,paraphrase_impl,paraphrase,1,INSPECT_IMPLEMENTATION,-1.3264234066009521,-0.9651498198509216,0.3612735867500305,1,1,0.3612735867500305
task_019,19,canonical_test,canonical,0,INSPECT_TEST,-0.9645228385925293,-0.8507278561592102,0.11379498243331909,1,0,-0.11379498243331909
task_019,19,canonical_impl,canonical,1,INSPECT_IMPLEMENTATION,-0.9529061317443848,-0.6504726409912109,0.30243349075317383,1,1,0.30243349075317383
task_019,19,paraphrase_test,paraphrase,0,INSPECT_TEST,-0.9765679836273193,-0.8439188003540039,0.13264918327331543,1,0,-0.13264918327331543
task_019,19,paraphrase_impl,paraphrase,1,INSPECT_IMPLEMENTATION,-0.9737118482589722,-0.6942803263664246,0.2794315218925476,1,1,0.2794315218925476
task_020,20,canonical_test,canonical,0,INSPECT_TEST,-1.2669363021850586,-1.2239888906478882,0.04294741153717041,1,0,-0.04294741153717041
task_020,20,canonical_impl,canonical,1,INSPECT_IMPLEMENTATION,-1.2454594373703003,-1.025002360343933,0.2204570770263672,1,1,0.2204570770263672
task_020,20,paraphrase_test,paraphrase,0,INSPECT_TEST,-1.342079520225525,-1.1731650829315186,0.16891443729400635,1,0,-0.16891443729400635
task_020,20,paraphrase_impl,paraphrase,1,INSPECT_IMPLEMENTATION,-1.2532869577407837,-0.9787213802337646,0.27456557750701904,1,1,0.27456557750701904
task_021,21,canonical_test,canonical,0,INSPECT_TEST,-1.293243169784546,-1.010278582572937,0.2829645872116089,1,0,-0.2829645872116089
task_021,21,canonical_impl,canonical,1,INSPECT_IMPLEMENTATION,-1.4305949211120605,-0.8567241430282593,0.5738707780838013,1,1,0.5738707780838013
task_021,21,paraphrase_test,paraphrase,0,INSPECT_TEST,-1.2912428379058838,-0.9039782285690308,0.387264609336853,1,0,-0.387264609336853
task_021,21,paraphrase_impl,paraphrase,1,INSPECT_IMPLEMENTATION,-1.5135629177093506,-0.8769822716712952,0.6365806460380554,1,1,0.6365806460380554
task_022,22,canonical_test,canonical,0,INSPECT_TEST,-0.9385988116264343,-1.0087745189666748,-0.07017570734024048,0,1,0.07017570734024048
task_022,22,canonical_impl,canonical,1,INSPECT_IMPLEMENTATION,-0.835737407207489,-0.7296697497367859,0.10606765747070312,1,1,0.10606765747070312
task_022,22,paraphrase_test,paraphrase,0,INSPECT_TEST,-0.9285497069358826,-0.9720768928527832,-0.043527185916900635,0,1,0.043527185916900635
task_022,22,paraphrase_impl,paraphrase,1,INSPECT_IMPLEMENTATION,-0.8863738775253296,-0.802075982093811,0.08429789543151855,1,1,0.08429789543151855
task_023,23,canonical_test,canonical,0,INSPECT_TEST,-1.2706127166748047,-1.1005083322525024,0.17010438442230225,1,0,-0.17010438442230225
task_023,23,canonical_impl,canonical,1,INSPECT_IMPLEMENTATION,-1.2192765474319458,-0.923392117023468,0.2958844304084778,1,1,0.2958844304084778
task_023,23,paraphrase_test,paraphrase,0,INSPECT_TEST,-1.3443727493286133,-1.0457584857940674,0.2986142635345459,1,0,-0.2986142635345459
task_023,23,paraphrase_impl,paraphrase,1,INSPECT_IMPLEMENTATION,-1.258847713470459,-0.8599199652671814,0.3989277482032776,1,1,0.3989277482032776
task_024,24,canonical_test,canonical,0,INSPECT_TEST,-1.277184009552002,-1.2772787809371948,-9.47713851928711e-05,0,1,9.47713851928711e-05
task_024,24,canonical_impl,canonical,1,INSPECT_IMPLEMENTATION,-1.3623714447021484,-1.0118716955184937,0.3504997491836548,1,1,0.3504997491836548
task_024,24,paraphrase_test,paraphrase,0,INSPECT_TEST,-1.3355281352996826,-1.1333266496658325,0.2022014856338501,1,0,-0.2022014856338501
task_024,24,paraphrase_impl,paraphrase,1,INSPECT_IMPLEMENTATION,-1.3837302923202515,-0.9837033748626709,0.40002691745758057,1,1,0.40002691745758057
task_025,25,canonical_test,canonical,0,INSPECT_TEST,-0.9592460989952087,-0.8253721594810486,0.13387393951416016,1,0,-0.13387393951416016
task_025,25,canonical_impl,canonical,1,INSPECT_IMPLEMENTATION,-0.9396535754203796,-0.6338618993759155,0.3057916760444641,1,1,0.3057916760444641
task_025,25,paraphrase_test,paraphrase,0,INSPECT_TEST,-0.9319056272506714,-0.7680237889289856,0.1638818383216858,1,0,-0.1638818383216858
task_025,25,paraphrase_impl,paraphrase,1,INSPECT_IMPLEMENTATION,-0.9754604697227478,-0.6513144969940186,0.32414597272872925,1,1,0.32414597272872925
task_026,26,canonical_test,canonical,0,INSPECT_TEST,-1.249078631401062,-1.3156769275665283,-0.06659829616546631,0,1,0.06659829616546631
task_026,26,canonical_impl,canonical,1,INSPECT_IMPLEMENTATION,-1.12534761428833,-1.013908863067627,0.11143875122070312,1,1,0.11143875122070312
task_026,26,paraphrase_test,paraphrase,0,INSPECT_TEST,-1.2315534353256226,-1.191611647605896,0.03994178771972656,1,0,-0.03994178771972656
task_026,26,paraphrase_impl,paraphrase,1,INSPECT_IMPLEMENTATION,-1.1231720447540283,-0.9610745906829834,0.16209745407104492,1,1,0.16209745407104492
task_027,27,canonical_test,canonical,0,INSPECT_TEST,-1.2984226942062378,-1.03699791431427,0.2614247798919678,1,0,-0.2614247798919678
task_027,27,canonical_impl,canonical,1,INSPECT_IMPLEMENTATION,-1.4021403789520264,-0.8874890804290771,0.5146512985229492,1,1,0.5146512985229492
task_027,27,paraphrase_test,paraphrase,0,INSPECT_TEST,-1.3436403274536133,-0.9628777503967285,0.38076257705688477,1,0,-0.38076257705688477
task_027,27,paraphrase_impl,paraphrase,1,INSPECT_IMPLEMENTATION,-1.5435185432434082,-0.9053811430931091,0.6381374001502991,1,1,0.6381374001502991
task_028,28,canonical_test,canonical,0,INSPECT_TEST,-0.9128938913345337,-0.9690976142883301,-0.05620372295379639,0,1,0.05620372295379639
task_028,28,canonical_impl,canonical,1,INSPECT_IMPLEMENTATION,-0.8090144991874695,-0.7112782597541809,0.09773623943328857,1,1,0.09773623943328857
task_028,28,paraphrase_test,paraphrase,0,INSPECT_TEST,-0.9289325475692749,-1.009339690208435,-0.08040714263916016,0,1,0.08040714263916016
task_028,28,paraphrase_impl,paraphrase,1,INSPECT_IMPLEMENTATION,-0.8550180792808533,-0.8021392226219177,0.05287885665893555,1,1,0.05287885665893555
task_029,29,canonical_test,canonical,0,INSPECT_TEST,-1.2587542533874512,-1.04693603515625,0.21181821823120117,1,0,-0.21181821823120117
task_029,29,canonical_impl,canonical,1,INSPECT_IMPLEMENTATION,-1.240332007408142,-0.8909303545951843,0.34940165281295776,1,1,0.34940165281295776
task_029,29,paraphrase_test,paraphrase,0,INSPECT_TEST,-1.3749127388000488,-1.0721232891082764,0.30278944969177246,1,0,-0.30278944969177246
task_029,29,paraphrase_impl,paraphrase,1,INSPECT_IMPLEMENTATION,-1.2831218242645264,-0.8898178935050964,0.39330393075942993,1,1,0.39330393075942993
task_030,30,canonical_test,canonical,0,INSPECT_TEST,-1.3048765659332275,-1.3184912204742432,-0.013614654541015625,0,1,0.013614654541015625
task_030,30,canonical_impl,canonical,1,INSPECT_IMPLEMENTATION,-1.2392569780349731,-0.9843187928199768,0.25493818521499634,1,1,0.25493818521499634
task_030,30,paraphrase_test,paraphrase,0,INSPECT_TEST,-1.2111302614212036,-1.0749484300613403,0.13618183135986328,1,0,-0.13618183135986328
task_030,30,paraphrase_impl,paraphrase,1,INSPECT_IMPLEMENTATION,-1.2433854341506958,-0.9360928535461426,0.3072925806045532,1,1,0.3072925806045532
task_031,31,canonical_test,canonical,0,INSPECT_TEST,-0.9283699989318848,-0.8492169380187988,0.07915306091308594,1,0,-0.07915306091308594
task_031,31,canonical_impl,canonical,1,INSPECT_IMPLEMENTATION,-0.933313250541687,-0.6890383958816528,0.24427485466003418,1,1,0.24427485466003418
task_031,31,paraphrase_test,paraphrase,0,INSPECT_TEST,-0.9680507183074951,-0.8530322909355164,0.11501842737197876,1,0,-0.11501842737197876
task_031,31,paraphrase_impl,paraphrase,1,INSPECT_IMPLEMENTATION,-0.9226559400558472,-0.702618420124054,0.2200375199317932,1,1,0.2200375199317932
task_032,32,canonical_test,canonical,0,INSPECT_TEST,-1.1979105472564697,-1.235424280166626,-0.03751373291015625,0,1,0.03751373291015625
task_032,32,canonical_impl,canonical,1,INSPECT_IMPLEMENTATION,-1.1235218048095703,-0.9684964418411255,0.15502536296844482,1,1,0.15502536296844482
task_032,32,paraphrase_test,paraphrase,0,INSPECT_TEST,-1.2454982995986938,-1.142380714416504,0.10311758518218994,1,0,-0.10311758518218994
task_032,32,paraphrase_impl,paraphrase,1,INSPECT_IMPLEMENTATION,-1.117590069770813,-0.9057286381721497,0.21186143159866333,1,1,0.21186143159866333
task_033,33,canonical_test,canonical,0,INSPECT_TEST,-1.3250409364700317,-1.033978819847107,0.2910621166229248,1,0,-0.2910621166229248
task_033,33,canonical_impl,canonical,1,INSPECT_IMPLEMENTATION,-1.4543647766113281,-0.9179778099060059,0.5363869667053223,1,1,0.5363869667053223
task_033,33,paraphrase_test,paraphrase,0,INSPECT_TEST,-1.3644013404846191,-0.9412521123886108,0.4231492280960083,1,0,-0.4231492280960083
task_033,33,paraphrase_impl,paraphrase,1,INSPECT_IMPLEMENTATION,-1.5773690938949585,-0.9074365496635437,0.6699325442314148,1,1,0.6699325442314148
task_034,34,canonical_test,canonical,0,INSPECT_TEST,-0.9210311770439148,-1.0410850048065186,-0.12005382776260376,0,1,0.12005382776260376
task_034,34,canonical_impl,canonical,1,INSPECT_IMPLEMENTATION,-0.8201140761375427,-0.733436644077301,0.0866774320602417,1,1,0.0866774320602417
task_034,34,paraphrase_test,paraphrase,0,INSPECT_TEST,-0.8761541247367859,-0.9350076913833618,-0.05885356664657593,0,1,0.05885356664657593
task_034,34,paraphrase_impl,paraphrase,1,INSPECT_IMPLEMENTATION,-0.8281627893447876,-0.7462619543075562,0.08190083503723145,1,1,0.08190083503723145
task_035,35,canonical_test,canonical,0,INSPECT_TEST,-1.2756160497665405,-1.0641705989837646,0.21144545078277588,1,0,-0.21144545078277588
task_035,35,canonical_impl,canonical,1,INSPECT_IMPLEMENTATION,-1.2454712390899658,-0.9313850402832031,0.3140861988067627,1,1,0.3140861988067627
task_035,35,paraphrase_test,paraphrase,0,INSPECT_TEST,-1.3533098697662354,-1.0433053970336914,0.31000447273254395,1,0,-0.31000447273254395
task_035,35,paraphrase_impl,paraphrase,1,INSPECT_IMPLEMENTATION,-1.3228132724761963,-0.8961901068687439,0.4266231656074524,1,1,0.4266231656074524
task_036,36,canonical_test,canonical,0,INSPECT_TEST,-1.2487385272979736,-1.279032588005066,-0.030294060707092285,0,1,0.030294060707092285
task_036,36,canonical_impl,canonical,1,INSPECT_IMPLEMENTATION,-1.277649998664856,-0.9749651551246643,0.30268484354019165,1,1,0.30268484354019165
task_036,36,paraphrase_test,paraphrase,0,INSPECT_TEST,-1.2718197107315063,-1.124866247177124,0.14695346355438232,1,0,-0.14695346355438232
task_036,36,paraphrase_impl,paraphrase,1,INSPECT_IMPLEMENTATION,-1.3281335830688477,-1.0033410787582397,0.3247925043106079,1,1,0.3247925043106079
task_037,37,canonical_test,canonical,0,INSPECT_TEST,-0.9734892249107361,-0.8722946047782898,0.10119462013244629,1,0,-0.10119462013244629
task_037,37,canonical_impl,canonical,1,INSPECT_IMPLEMENTATION,-0.9471261501312256,-0.6540144085884094,0.29311174154281616,1,1,0.29311174154281616
task_037,37,paraphrase_test,paraphrase,0,INSPECT_TEST,-0.8842512965202332,-0.7787996530532837,0.10545164346694946,1,0,-0.10545164346694946
task_037,37,paraphrase_impl,paraphrase,1,INSPECT_IMPLEMENTATION,-0.9133282899856567,-0.6443706154823303,0.2689576745033264,1,1,0.2689576745033264
task_038,38,canonical_test,canonical,0,INSPECT_TEST,-1.2401576042175293,-1.280639410018921,-0.0404818058013916,0,1,0.0404818058013916
task_038,38,canonical_impl,canonical,1,INSPECT_IMPLEMENTATION,-1.1154077053070068,-0.9780510067939758,0.137356698513031,1,1,0.137356698513031
task_038,38,paraphrase_test,paraphrase,0,INSPECT_TEST,-1.2018533945083618,-1.1040297746658325,0.0978236198425293,1,0,-0.0978236198425293
task_038,38,paraphrase_impl,paraphrase,1,INSPECT_IMPLEMENTATION,-1.142853021621704,-0.9002857208251953,0.2425673007965088,1,1,0.2425673007965088
task_039,39,canonical_test,canonical,0,INSPECT_TEST,-1.3254245519638062,-1.0720431804656982,0.2533813714981079,1,0,-0.2533813714981079
task_039,39,canonical_impl,canonical,1,INSPECT_IMPLEMENTATION,-1.4328607320785522,-0.9235080480575562,0.5093526840209961,1,1,0.5093526840209961
task_039,39,paraphrase_test,paraphrase,0,INSPECT_TEST,-1.3762030601501465,-0.9856683015823364,0.39053475856781006,1,0,-0.39053475856781006
task_039,39,paraphrase_impl,paraphrase,1,INSPECT_IMPLEMENTATION,-1.6104955673217773,-0.9159784913063049,0.6945170760154724,1,1,0.6945170760154724
task_040,40,canonical_test,canonical,0,INSPECT_TEST,-0.924046516418457,-1.035699725151062,-0.11165320873260498,0,1,0.11165320873260498
task_040,40,canonical_impl,canonical,1,INSPECT_IMPLEMENTATION,-0.8148890733718872,-0.7519492506980896,0.06293982267379761,1,1,0.06293982267379761
task_040,40,paraphrase_test,paraphrase,0,INSPECT_TEST,-0.8871777057647705,-1.0018715858459473,-0.11469388008117676,0,1,0.11469388008117676
task_040,40,paraphrase_impl,paraphrase,1,INSPECT_IMPLEMENTATION,-0.8411142230033875,-0.8143677115440369,0.026746511459350586,1,1,0.026746511459350586
task_041,41,canonical_test,canonical,0,INSPECT_TEST,-1.322548747062683,-1.0886870622634888,0.23386168479919434,1,0,-0.23386168479919434
task_041,41,canonical_impl,canonical,1,INSPECT_IMPLEMENTATION,-1.3073323965072632,-0.9593513607978821,0.3479810357093811,1,1,0.3479810357093811
task_041,41,paraphrase_test,paraphrase,0,INSPECT_TEST,-1.346567153930664,-1.007662057876587,0.33890509605407715,1,0,-0.33890509605407715
task_041,41,paraphrase_impl,paraphrase,1,INSPECT_IMPLEMENTATION,-1.3232316970825195,-0.8656394481658936,0.457592248916626,1,1,0.457592248916626
task_042,42,canonical_test,canonical,0,INSPECT_TEST,-1.2197059392929077,-1.2948706150054932,-0.07516467571258545,0,1,0.07516467571258545
task_042,42,canonical_impl,canonical,1,INSPECT_IMPLEMENTATION,-1.1401610374450684,-0.9143608212471008,0.22580021619796753,1,1,0.22580021619796753
task_042,42,paraphrase_test,paraphrase,0,INSPECT_TEST,-1.2236721515655518,-1.1496963500976562,0.07397580146789551,1,0,-0.07397580146789551
task_042,42,paraphrase_impl,paraphrase,1,INSPECT_IMPLEMENTATION,-1.235710859298706,-0.9380719661712646,0.2976388931274414,1,1,0.2976388931274414
task_043,43,canonical_test,canonical,0,INSPECT_TEST,-0.9516744613647461,-0.8646140098571777,0.08706045150756836,1,0,-0.08706045150756836
task_043,43,canonical_impl,canonical,1,INSPECT_IMPLEMENTATION,-0.9419093132019043,-0.6945062279701233,0.247403085231781,1,1,0.247403085231781
task_043,43,paraphrase_test,paraphrase,0,INSPECT_TEST,-0.9755474328994751,-0.8583022356033325,0.11724519729614258,1,0,-0.11724519729614258
task_043,43,paraphrase_impl,paraphrase,1,INSPECT_IMPLEMENTATION,-0.979804515838623,-0.7134897112846375,0.2663148045539856,1,1,0.2663148045539856
task_044,44,canonical_test,canonical,0,INSPECT_TEST,-1.304272174835205,-1.3023439645767212,0.0019282102584838867,1,0,-0.0019282102584838867
task_044,44,canonical_impl,canonical,1,INSPECT_IMPLEMENTATION,-1.2298578023910522,-1.0797663927078247,0.15009140968322754,1,1,0.15009140968322754
task_044,44,paraphrase_test,paraphrase,0,INSPECT_TEST,-1.3628358840942383,-1.2623263597488403,0.10050952434539795,1,0,-0.10050952434539795
task_044,44,paraphrase_impl,paraphrase,1,INSPECT_IMPLEMENTATION,-1.2564009428024292,-1.0987969636917114,0.15760397911071777,1,1,0.15760397911071777
task_045,45,canonical_test,canonical,0,INSPECT_TEST,-1.3439053297042847,-1.076401710510254,0.26750361919403076,1,0,-0.26750361919403076
