phase,task_id,family,recipient_wording,recipient_label,donor_wording,donor_label,relation,anchor,metric,value
discovery,exp12_test_edit_00,test_edit,paraphrase,0,paraphrase,1,opposite_same_wording,ISSUE_END,V_necessity_loss,0.0002781245857477188
discovery,exp12_test_edit_00,test_edit,paraphrase,0,paraphrase,1,opposite_same_wording,DETAIL_END,V_sufficiency,-0.0071060266345739365
discovery,exp12_test_edit_00,test_edit,paraphrase,0,paraphrase,1,opposite_same_wording,DETAIL_END,V_necessity_loss,1.2684613466262817e-06
discovery,exp12_test_edit_00,test_edit,paraphrase,0,paraphrase,1,opposite_same_wording,ACTION0_END,V_sufficiency,0.019853506237268448
discovery,exp12_test_edit_00,test_edit,paraphrase,0,paraphrase,1,opposite_same_wording,ACTION0_END,V_necessity_loss,0.026919113472104073
discovery,exp12_test_edit_00,test_edit,paraphrase,0,paraphrase,1,opposite_same_wording,ACTION1_END,V_sufficiency,-0.0069511570036411285
discovery,exp12_test_edit_00,test_edit,paraphrase,0,paraphrase,1,opposite_same_wording,ACTION1_END,V_necessity_loss,-0.024634702131152153
discovery,exp12_test_edit_00,test_edit,paraphrase,0,paraphrase,1,opposite_same_wording,FINAL_INSTRUCTION_END,V_sufficiency,0.0004141218960285187
discovery,exp12_test_edit_00,test_edit,paraphrase,0,paraphrase,1,opposite_same_wording,FINAL_INSTRUCTION_END,V_necessity_loss,-0.0015596561133861542
discovery,exp12_test_edit_00,test_edit,paraphrase,0,paraphrase,1,opposite_same_wording,USER_END,V_sufficiency,0.03780362382531166
discovery,exp12_test_edit_00,test_edit,paraphrase,0,paraphrase,1,opposite_same_wording,USER_END,V_necessity_loss,0.03551231138408184
discovery,exp12_test_edit_00,test_edit,paraphrase,0,paraphrase,1,opposite_same_wording,GENERATION_BOUNDARY,V_sufficiency,-0.0873903539031744
discovery,exp12_test_edit_00,test_edit,paraphrase,0,paraphrase,1,opposite_same_wording,GENERATION_BOUNDARY,V_necessity_loss,0.08542916551232338
discovery,exp12_test_edit_00,test_edit,canonical,1,canonical,0,opposite_same_wording,SKILL_END,V_sufficiency,-9.013712406158447e-05
discovery,exp12_test_edit_00,test_edit,canonical,1,canonical,0,opposite_same_wording,SKILL_END,V_necessity_loss,0.0022442787885665894
discovery,exp12_test_edit_00,test_edit,canonical,1,canonical,0,opposite_same_wording,SYSTEM_END,V_sufficiency,-0.0139755979180336
discovery,exp12_test_edit_00,test_edit,canonical,1,canonical,0,opposite_same_wording,SYSTEM_END,V_necessity_loss,-0.004400104284286499
discovery,exp12_test_edit_00,test_edit,canonical,1,canonical,0,opposite_same_wording,ISSUE_END,V_sufficiency,-0.000249326229095459
discovery,exp12_test_edit_00,test_edit,canonical,1,canonical,0,opposite_same_wording,ISSUE_END,V_necessity_loss,-0.008312240242958069
discovery,exp12_test_edit_00,test_edit,canonical,1,canonical,0,opposite_same_wording,DETAIL_END,V_sufficiency,-0.004047796130180359
discovery,exp12_test_edit_00,test_edit,canonical,1,canonical,0,opposite_same_wording,DETAIL_END,V_necessity_loss,8.42362642288208e-05
discovery,exp12_test_edit_00,test_edit,canonical,1,canonical,0,opposite_same_wording,ACTION0_END,V_sufficiency,-0.00016412138938903809
discovery,exp12_test_edit_00,test_edit,canonical,1,canonical,0,opposite_same_wording,ACTION0_END,V_necessity_loss,-0.005138427019119263
discovery,exp12_test_edit_00,test_edit,canonical,1,canonical,0,opposite_same_wording,ACTION1_END,V_sufficiency,0.003890976309776306
discovery,exp12_test_edit_00,test_edit,canonical,1,canonical,0,opposite_same_wording,ACTION1_END,V_necessity_loss,0.01266990602016449
discovery,exp12_test_edit_00,test_edit,canonical,1,canonical,0,opposite_same_wording,FINAL_INSTRUCTION_END,V_sufficiency,0.003965005278587341
discovery,exp12_test_edit_00,test_edit,canonical,1,canonical,0,opposite_same_wording,FINAL_INSTRUCTION_END,V_necessity_loss,-0.007867574691772461
discovery,exp12_test_edit_00,test_edit,canonical,1,canonical,0,opposite_same_wording,USER_END,V_sufficiency,0.1001344621181488
discovery,exp12_test_edit_00,test_edit,canonical,1,canonical,0,opposite_same_wording,USER_END,V_necessity_loss,0.09695938229560852
discovery,exp12_test_edit_00,test_edit,canonical,1,canonical,0,opposite_same_wording,GENERATION_BOUNDARY,V_sufficiency,0.06405395269393921
discovery,exp12_test_edit_00,test_edit,canonical,1,canonical,0,opposite_same_wording,GENERATION_BOUNDARY,V_necessity_loss,-0.13099874928593636
discovery,exp12_test_edit_00,test_edit,paraphrase,1,paraphrase,0,opposite_same_wording,SKILL_END,V_sufficiency,0.014225170016288757
discovery,exp12_test_edit_00,test_edit,paraphrase,1,paraphrase,0,opposite_same_wording,SKILL_END,V_necessity_loss,-0.00012643635272979736
discovery,exp12_test_edit_00,test_edit,paraphrase,1,paraphrase,0,opposite_same_wording,SYSTEM_END,V_sufficiency,-0.008459717035293579
discovery,exp12_test_edit_00,test_edit,paraphrase,1,paraphrase,0,opposite_same_wording,SYSTEM_END,V_necessity_loss,0.004123404622077942
discovery,exp12_test_edit_00,test_edit,paraphrase,1,paraphrase,0,opposite_same_wording,ISSUE_END,V_sufficiency,0.01459038257598877
discovery,exp12_test_edit_00,test_edit,paraphrase,1,paraphrase,0,opposite_same_wording,ISSUE_END,V_necessity_loss,-0.007317721843719482
discovery,exp12_test_edit_00,test_edit,paraphrase,1,paraphrase,0,opposite_same_wording,DETAIL_END,V_sufficiency,7.925927639007568e-05
discovery,exp12_test_edit_00,test_edit,paraphrase,1,paraphrase,0,opposite_same_wording,DETAIL_END,V_necessity_loss,3.4481287002563477e-05
discovery,exp12_test_edit_00,test_edit,paraphrase,1,paraphrase,0,opposite_same_wording,ACTION0_END,V_sufficiency,0.0009011179208755493
discovery,exp12_test_edit_00,test_edit,paraphrase,1,paraphrase,0,opposite_same_wording,ACTION0_END,V_necessity_loss,-0.00020894408226013184
discovery,exp12_test_edit_00,test_edit,paraphrase,1,paraphrase,0,opposite_same_wording,ACTION1_END,V_sufficiency,0.014407411217689514
discovery,exp12_test_edit_00,test_edit,paraphrase,1,paraphrase,0,opposite_same_wording,ACTION1_END,V_necessity_loss,-0.008540153503417969
discovery,exp12_test_edit_00,test_edit,paraphrase,1,paraphrase,0,opposite_same_wording,FINAL_INSTRUCTION_END,V_sufficiency,0.022794440388679504
discovery,exp12_test_edit_00,test_edit,paraphrase,1,paraphrase,0,opposite_same_wording,FINAL_INSTRUCTION_END,V_necessity_loss,0.01686161756515503
discovery,exp12_test_edit_00,test_edit,paraphrase,1,paraphrase,0,opposite_same_wording,USER_END,V_sufficiency,0.11877100169658661
discovery,exp12_test_edit_00,test_edit,paraphrase,1,paraphrase,0,opposite_same_wording,USER_END,V_necessity_loss,0.14586308598518372
discovery,exp12_test_edit_00,test_edit,paraphrase,1,paraphrase,0,opposite_same_wording,GENERATION_BOUNDARY,V_sufficiency,0.05763109028339386
discovery,exp12_test_edit_00,test_edit,paraphrase,1,paraphrase,0,opposite_same_wording,GENERATION_BOUNDARY,V_necessity_loss,-0.08198406174778938
discovery,exp12_test_edit_01,test_edit,canonical,0,canonical,1,opposite_same_wording,SKILL_END,V_sufficiency,0.0005626324564218521
discovery,exp12_test_edit_01,test_edit,canonical,0,canonical,1,opposite_same_wording,SKILL_END,V_necessity_loss,0.009195076301693916
discovery,exp12_test_edit_01,test_edit,canonical,0,canonical,1,opposite_same_wording,SYSTEM_END,V_sufficiency,0.026715321466326714
discovery,exp12_test_edit_01,test_edit,canonical,0,canonical,1,opposite_same_wording,SYSTEM_END,V_necessity_loss,-0.00855395756661892
discovery,exp12_test_edit_01,test_edit,canonical,0,canonical,1,opposite_same_wording,ISSUE_END,V_sufficiency,0.009706839919090271
discovery,exp12_test_edit_01,test_edit,canonical,0,canonical,1,opposite_same_wording,ISSUE_END,V_necessity_loss,-0.0020430851727724075
discovery,exp12_test_edit_01,test_edit,canonical,0,canonical,1,opposite_same_wording,DETAIL_END,V_sufficiency,0.009040005505084991
discovery,exp12_test_edit_01,test_edit,canonical,0,canonical,1,opposite_same_wording,DETAIL_END,V_necessity_loss,0.0069264005869627
discovery,exp12_test_edit_01,test_edit,canonical,0,canonical,1,opposite_same_wording,ACTION0_END,V_sufficiency,0.026707058772444725
discovery,exp12_test_edit_01,test_edit,canonical,0,canonical,1,opposite_same_wording,ACTION0_END,V_necessity_loss,0.016840356402099133
discovery,exp12_test_edit_01,test_edit,canonical,0,canonical,1,opposite_same_wording,ACTION1_END,V_sufficiency,0.017743585631251335
discovery,exp12_test_edit_01,test_edit,canonical,0,canonical,1,opposite_same_wording,ACTION1_END,V_necessity_loss,0.016898371279239655
discovery,exp12_test_edit_01,test_edit,canonical,0,canonical,1,opposite_same_wording,FINAL_INSTRUCTION_END,V_sufficiency,0.0185080636292696
discovery,exp12_test_edit_01,test_edit,canonical,0,canonical,1,opposite_same_wording,FINAL_INSTRUCTION_END,V_necessity_loss,0.017077438533306122
discovery,exp12_test_edit_01,test_edit,canonical,0,canonical,1,opposite_same_wording,USER_END,V_sufficiency,0.08250818587839603
discovery,exp12_test_edit_01,test_edit,canonical,0,canonical,1,opposite_same_wording,USER_END,V_necessity_loss,0.11678515002131462
discovery,exp12_test_edit_01,test_edit,canonical,0,canonical,1,opposite_same_wording,GENERATION_BOUNDARY,V_sufficiency,-0.052616918459534645
discovery,exp12_test_edit_01,test_edit,canonical,0,canonical,1,opposite_same_wording,GENERATION_BOUNDARY,V_necessity_loss,0.1174607016146183
discovery,exp12_test_edit_01,test_edit,paraphrase,0,paraphrase,1,opposite_same_wording,SKILL_END,V_sufficiency,0.0010036975145339966
discovery,exp12_test_edit_01,test_edit,paraphrase,0,paraphrase,1,opposite_same_wording,SKILL_END,V_necessity_loss,0.008824564516544342
discovery,exp12_test_edit_01,test_edit,paraphrase,0,paraphrase,1,opposite_same_wording,SYSTEM_END,V_sufficiency,0.0017686784267425537
discovery,exp12_test_edit_01,test_edit,paraphrase,0,paraphrase,1,opposite_same_wording,SYSTEM_END,V_necessity_loss,0.0013047810643911362
discovery,exp12_test_edit_01,test_edit,paraphrase,0,paraphrase,1,opposite_same_wording,ISSUE_END,V_sufficiency,0.0018565375357866287
discovery,exp12_test_edit_01,test_edit,paraphrase,0,paraphrase,1,opposite_same_wording,ISSUE_END,V_necessity_loss,0.0162233617156744
discovery,exp12_test_edit_01,test_edit,paraphrase,0,paraphrase,1,opposite_same_wording,DETAIL_END,V_sufficiency,0.009849932044744492
discovery,exp12_test_edit_01,test_edit,paraphrase,0,paraphrase,1,opposite_same_wording,DETAIL_END,V_necessity_loss,-0.007442733272910118
discovery,exp12_test_edit_01,test_edit,paraphrase,0,paraphrase,1,opposite_same_wording,ACTION0_END,V_sufficiency,0.027329495176672935
discovery,exp12_test_edit_01,test_edit,paraphrase,0,paraphrase,1,opposite_same_wording,ACTION0_END,V_necessity_loss,0.008580733090639114
discovery,exp12_test_edit_01,test_edit,paraphrase,0,paraphrase,1,opposite_same_wording,ACTION1_END,V_sufficiency,0.009440485388040543
discovery,exp12_test_edit_01,test_edit,paraphrase,0,paraphrase,1,opposite_same_wording,ACTION1_END,V_necessity_loss,0.008398115634918213
discovery,exp12_test_edit_01,test_edit,paraphrase,0,paraphrase,1,opposite_same_wording,FINAL_INSTRUCTION_END,V_sufficiency,0.0004772283136844635
discovery,exp12_test_edit_01,test_edit,paraphrase,0,paraphrase,1,opposite_same_wording,FINAL_INSTRUCTION_END,V_necessity_loss,-0.00018194504082202911
discovery,exp12_test_edit_01,test_edit,paraphrase,0,paraphrase,1,opposite_same_wording,USER_END,V_sufficiency,0.05492750182747841
discovery,exp12_test_edit_01,test_edit,paraphrase,0,paraphrase,1,opposite_same_wording,USER_END,V_necessity_loss,0.0020930152386426926
discovery,exp12_test_edit_01,test_edit,paraphrase,0,paraphrase,1,opposite_same_wording,GENERATION_BOUNDARY,V_sufficiency,-0.07909593731164932
discovery,exp12_test_edit_01,test_edit,paraphrase,0,paraphrase,1,opposite_same_wording,GENERATION_BOUNDARY,V_necessity_loss,0.0995806846767664
discovery,exp12_test_edit_01,test_edit,canonical,1,canonical,0,opposite_same_wording,SKILL_END,V_sufficiency,-0.0005419105291366577
discovery,exp12_test_edit_01,test_edit,canonical,1,canonical,0,opposite_same_wording,SKILL_END,V_necessity_loss,0.012339703738689423
discovery,exp12_test_edit_01,test_edit,canonical,1,canonical,0,opposite_same_wording,SYSTEM_END,V_sufficiency,0.013059146702289581
discovery,exp12_test_edit_01,test_edit,canonical,1,canonical,0,opposite_same_wording,SYSTEM_END,V_necessity_loss,-0.004166260361671448
discovery,exp12_test_edit_01,test_edit,canonical,1,canonical,0,opposite_same_wording,ISSUE_END,V_sufficiency,-0.0028286054730415344
discovery,exp12_test_edit_01,test_edit,canonical,1,canonical,0,opposite_same_wording,ISSUE_END,V_necessity_loss,-0.0012649446725845337
discovery,exp12_test_edit_01,test_edit,canonical,1,canonical,0,opposite_same_wording,DETAIL_END,V_sufficiency,0.0001744478940963745
discovery,exp12_test_edit_01,test_edit,canonical,1,canonical,0,opposite_same_wording,DETAIL_END,V_necessity_loss,0.0014877095818519592
discovery,exp12_test_edit_01,test_edit,canonical,1,canonical,0,opposite_same_wording,ACTION0_END,V_sufficiency,-0.0007474347949028015
discovery,exp12_test_edit_01,test_edit,canonical,1,canonical,0,opposite_same_wording,ACTION0_END,V_necessity_loss,-0.0011020824313163757
discovery,exp12_test_edit_01,test_edit,canonical,1,canonical,0,opposite_same_wording,ACTION1_END,V_sufficiency,-0.0003177821636199951
discovery,exp12_test_edit_01,test_edit,canonical,1,canonical,0,opposite_same_wording,ACTION1_END,V_necessity_loss,0.0041982680559158325
discovery,exp12_test_edit_01,test_edit,canonical,1,canonical,0,opposite_same_wording,FINAL_INSTRUCTION_END,V_sufficiency,0.0055146366357803345
discovery,exp12_test_edit_01,test_edit,canonical,1,canonical,0,opposite_same_wording,FINAL_INSTRUCTION_END,V_necessity_loss,-0.00014165043830871582
discovery,exp12_test_edit_01,test_edit,canonical,1,canonical,0,opposite_same_wording,USER_END,V_sufficiency,0.10999581217765808
discovery,exp12_test_edit_01,test_edit,canonical,1,canonical,0,opposite_same_wording,USER_END,V_necessity_loss,0.0917060375213623
discovery,exp12_test_edit_01,test_edit,canonical,1,canonical,0,opposite_same_wording,GENERATION_BOUNDARY,V_sufficiency,0.0723951905965805
discovery,exp12_test_edit_01,test_edit,canonical,1,canonical,0,opposite_same_wording,GENERATION_BOUNDARY,V_necessity_loss,-0.1007066760212183
discovery,exp12_test_edit_01,test_edit,paraphrase,1,paraphrase,0,opposite_same_wording,SKILL_END,V_sufficiency,0.011023804545402527
discovery,exp12_test_edit_01,test_edit,paraphrase,1,paraphrase,0,opposite_same_wording,SKILL_END,V_necessity_loss,-0.00018903613090515137
discovery,exp12_test_edit_01,test_edit,paraphrase,1,paraphrase,0,opposite_same_wording,SYSTEM_END,V_sufficiency,-0.0005518794059753418
discovery,exp12_test_edit_01,test_edit,paraphrase,1,paraphrase,0,opposite_same_wording,SYSTEM_END,V_necessity_loss,-0.00521436333656311
discovery,exp12_test_edit_01,test_edit,paraphrase,1,paraphrase,0,opposite_same_wording,ISSUE_END,V_sufficiency,-0.00036513805389404297
discovery,exp12_test_edit_01,test_edit,paraphrase,1,paraphrase,0,opposite_same_wording,ISSUE_END,V_necessity_loss,0.00039574503898620605
discovery,exp12_test_edit_01,test_edit,paraphrase,1,paraphrase,0,opposite_same_wording,DETAIL_END,V_sufficiency,-1.6674399375915527e-05
discovery,exp12_test_edit_01,test_edit,paraphrase,1,paraphrase,0,opposite_same_wording,DETAIL_END,V_necessity_loss,0.0028213411569595337
discovery,exp12_test_edit_01,test_edit,paraphrase,1,paraphrase,0,opposite_same_wording,ACTION0_END,V_sufficiency,-0.004903361201286316
discovery,exp12_test_edit_01,test_edit,paraphrase,1,paraphrase,0,opposite_same_wording,ACTION0_END,V_necessity_loss,0.02124468982219696
discovery,exp12_test_edit_01,test_edit,paraphrase,1,paraphrase,0,opposite_same_wording,ACTION1_END,V_sufficiency,-0.00033333897590637207
discovery,exp12_test_edit_01,test_edit,paraphrase,1,paraphrase,0,opposite_same_wording,ACTION1_END,V_necessity_loss,-0.0005296319723129272
discovery,exp12_test_edit_01,test_edit,paraphrase,1,paraphrase,0,opposite_same_wording,FINAL_INSTRUCTION_END,V_sufficiency,0.01956382393836975
discovery,exp12_test_edit_01,test_edit,paraphrase,1,paraphrase,0,opposite_same_wording,FINAL_INSTRUCTION_END,V_necessity_loss,0.022002503275871277
discovery,exp12_test_edit_01,test_edit,paraphrase,1,paraphrase,0,opposite_same_wording,USER_END,V_sufficiency,0.11627693474292755
discovery,exp12_test_edit_01,test_edit,paraphrase,1,paraphrase,0,opposite_same_wording,USER_END,V_necessity_loss,0.1655951291322708
discovery,exp12_test_edit_01,test_edit,paraphrase,1,paraphrase,0,opposite_same_wording,GENERATION_BOUNDARY,V_sufficiency,0.05994541943073273
discovery,exp12_test_edit_01,test_edit,paraphrase,1,paraphrase,0,opposite_same_wording,GENERATION_BOUNDARY,V_necessity_loss,-0.08226341940462589
discovery,exp12_test_edit_03,test_edit,canonical,0,canonical,1,opposite_same_wording,SKILL_END,V_sufficiency,-0.007248982787132263
discovery,exp12_test_edit_03,test_edit,canonical,0,canonical,1,opposite_same_wording,SKILL_END,V_necessity_loss,0.02243325486779213
discovery,exp12_test_edit_03,test_edit,canonical,0,canonical,1,opposite_same_wording,SYSTEM_END,V_sufficiency,0.008291300386190414
discovery,exp12_test_edit_03,test_edit,canonical,0,canonical,1,opposite_same_wording,SYSTEM_END,V_necessity_loss,0.00590723380446434
discovery,exp12_test_edit_03,test_edit,canonical,0,canonical,1,opposite_same_wording,ISSUE_END,V_sufficiency,2.3854896426200867e-05
discovery,exp12_test_edit_03,test_edit,canonical,0,canonical,1,opposite_same_wording,ISSUE_END,V_necessity_loss,0.008260935544967651
discovery,exp12_test_edit_03,test_edit,canonical,0,canonical,1,opposite_same_wording,DETAIL_END,V_sufficiency,6.958656013011932e-05
discovery,exp12_test_edit_03,test_edit,canonical,0,canonical,1,opposite_same_wording,DETAIL_END,V_necessity_loss,0.01456039771437645
discovery,exp12_test_edit_03,test_edit,canonical,0,canonical,1,opposite_same_wording,ACTION0_END,V_sufficiency,7.266923785209656e-05
discovery,exp12_test_edit_03,test_edit,canonical,0,canonical,1,opposite_same_wording,ACTION0_END,V_necessity_loss,0.007966116070747375
discovery,exp12_test_edit_03,test_edit,canonical,0,canonical,1,opposite_same_wording,ACTION1_END,V_sufficiency,-0.00018808059394359589
discovery,exp12_test_edit_03,test_edit,canonical,0,canonical,1,opposite_same_wording,ACTION1_END,V_necessity_loss,0.00722339004278183
discovery,exp12_test_edit_03,test_edit,canonical,0,canonical,1,opposite_same_wording,FINAL_INSTRUCTION_END,V_sufficiency,-0.00016556121408939362
discovery,exp12_test_edit_03,test_edit,canonical,0,canonical,1,opposite_same_wording,FINAL_INSTRUCTION_END,V_necessity_loss,0.007065679877996445
discovery,exp12_test_edit_03,test_edit,canonical,0,canonical,1,opposite_same_wording,USER_END,V_sufficiency,0.06267856806516647
discovery,exp12_test_edit_03,test_edit,canonical,0,canonical,1,opposite_same_wording,USER_END,V_necessity_loss,0.08785328082740307
discovery,exp12_test_edit_03,test_edit,canonical,0,canonical,1,opposite_same_wording,GENERATION_BOUNDARY,V_sufficiency,-0.0617133192718029
discovery,exp12_test_edit_03,test_edit,canonical,0,canonical,1,opposite_same_wording,GENERATION_BOUNDARY,V_necessity_loss,0.09547732025384903
discovery,exp12_test_edit_03,test_edit,paraphrase,0,paraphrase,1,opposite_same_wording,SKILL_END,V_sufficiency,0.015452006831765175
discovery,exp12_test_edit_03,test_edit,paraphrase,0,paraphrase,1,opposite_same_wording,SKILL_END,V_necessity_loss,0.015366313979029655
discovery,exp12_test_edit_03,test_edit,paraphrase,0,paraphrase,1,opposite_same_wording,SYSTEM_END,V_sufficiency,0.008912861347198486
discovery,exp12_test_edit_03,test_edit,paraphrase,0,paraphrase,1,opposite_same_wording,SYSTEM_END,V_necessity_loss,0.00039368122816085815
discovery,exp12_test_edit_03,test_edit,paraphrase,0,paraphrase,1,opposite_same_wording,ISSUE_END,V_sufficiency,0.0009179189801216125
discovery,exp12_test_edit_03,test_edit,paraphrase,0,paraphrase,1,opposite_same_wording,ISSUE_END,V_necessity_loss,-0.006773132830858231
discovery,exp12_test_edit_03,test_edit,paraphrase,0,paraphrase,1,opposite_same_wording,DETAIL_END,V_sufficiency,0.008054913952946663
discovery,exp12_test_edit_03,test_edit,paraphrase,0,paraphrase,1,opposite_same_wording,DETAIL_END,V_necessity_loss,-0.007795525714755058
discovery,exp12_test_edit_03,test_edit,paraphrase,0,paraphrase,1,opposite_same_wording,ACTION0_END,V_sufficiency,0.0015975385904312134
discovery,exp12_test_edit_03,test_edit,paraphrase,0,paraphrase,1,opposite_same_wording,ACTION0_END,V_necessity_loss,-0.00016993656754493713
discovery,exp12_test_edit_03,test_edit,paraphrase,0,paraphrase,1,opposite_same_wording,ACTION1_END,V_sufficiency,0.007833529263734818
discovery,exp12_test_edit_03,test_edit,paraphrase,0,paraphrase,1,opposite_same_wording,ACTION1_END,V_necessity_loss,0.0068612415343523026
discovery,exp12_test_edit_03,test_edit,paraphrase,0,paraphrase,1,opposite_same_wording,FINAL_INSTRUCTION_END,V_sufficiency,-4.067458212375641e-05
discovery,exp12_test_edit_03,test_edit,paraphrase,0,paraphrase,1,opposite_same_wording,FINAL_INSTRUCTION_END,V_necessity_loss,0.008471040055155754
discovery,exp12_test_edit_03,test_edit,paraphrase,0,paraphrase,1,opposite_same_wording,USER_END,V_sufficiency,0.04736282676458359
discovery,exp12_test_edit_03,test_edit,paraphrase,0,paraphrase,1,opposite_same_wording,USER_END,V_necessity_loss,0.01496044173836708
discovery,exp12_test_edit_03,test_edit,paraphrase,0,paraphrase,1,opposite_same_wording,GENERATION_BOUNDARY,V_sufficiency,-0.0636526569724083
discovery,exp12_test_edit_03,test_edit,paraphrase,0,paraphrase,1,opposite_same_wording,GENERATION_BOUNDARY,V_necessity_loss,0.060331620275974274
discovery,exp12_test_edit_03,test_edit,canonical,1,canonical,0,opposite_same_wording,SKILL_END,V_sufficiency,-0.006478443741798401
discovery,exp12_test_edit_03,test_edit,canonical,1,canonical,0,opposite_same_wording,SKILL_END,V_necessity_loss,0.00784100592136383
discovery,exp12_test_edit_03,test_edit,canonical,1,canonical,0,opposite_same_wording,SYSTEM_END,V_sufficiency,-0.008262865245342255
discovery,exp12_test_edit_03,test_edit,canonical,1,canonical,0,opposite_same_wording,SYSTEM_END,V_necessity_loss,0.0019682198762893677
discovery,exp12_test_edit_03,test_edit,canonical,1,canonical,0,opposite_same_wording,ISSUE_END,V_sufficiency,-0.013156063854694366
discovery,exp12_test_edit_03,test_edit,canonical,1,canonical,0,opposite_same_wording,ISSUE_END,V_necessity_loss,0.005956709384918213
discovery,exp12_test_edit_03,test_edit,canonical,1,canonical,0,opposite_same_wording,DETAIL_END,V_sufficiency,-0.005644544959068298
discovery,exp12_test_edit_03,test_edit,canonical,1,canonical,0,opposite_same_wording,DETAIL_END,V_necessity_loss,0.0038804933428764343
discovery,exp12_test_edit_03,test_edit,canonical,1,canonical,0,opposite_same_wording,ACTION0_END,V_sufficiency,0.003076396882534027
discovery,exp12_test_edit_03,test_edit,canonical,1,canonical,0,opposite_same_wording,ACTION0_END,V_necessity_loss,0.010277636349201202
discovery,exp12_test_edit_03,test_edit,canonical,1,canonical,0,opposite_same_wording,ACTION1_END,V_sufficiency,-0.009466871619224548
discovery,exp12_test_edit_03,test_edit,canonical,1,canonical,0,opposite_same_wording,ACTION1_END,V_necessity_loss,-0.00010737776756286621
discovery,exp12_test_edit_03,test_edit,canonical,1,canonical,0,opposite_same_wording,FINAL_INSTRUCTION_END,V_sufficiency,0.004216477274894714
discovery,exp12_test_edit_03,test_edit,canonical,1,canonical,0,opposite_same_wording,FINAL_INSTRUCTION_END,V_necessity_loss,0.004176735877990723
discovery,exp12_test_edit_03,test_edit,canonical,1,canonical,0,opposite_same_wording,USER_END,V_sufficiency,0.10629642009735107
discovery,exp12_test_edit_03,test_edit,canonical,1,canonical,0,opposite_same_wording,USER_END,V_necessity_loss,0.09594356268644333
discovery,exp12_test_edit_03,test_edit,canonical,1,canonical,0,opposite_same_wording,GENERATION_BOUNDARY,V_sufficiency,0.0676431953907013
